date_time,total_http_start,total_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,UPDATE_http_start,UPDATE_http_end,DELETE_http_start,DELETE_http_end
1523130470.000000,46,46,46,46,0,0,0,0,0,0
1523130470.050000,80,81,80,81,0,0,0,0,0,0
1523130470.100000,84,86,84,86,0,0,0,0,0,0
1523130470.150000,108,105,108,105,0,0,0,0,0,0
1523130470.200000,84,84,84,84,0,0,0,0,0,0
1523130470.250000,79,79,79,79,0,0,0,0,0,0
1523130470.300000,61,61,61,61,0,0,0,0,0,0
1523130470.350000,67,67,67,67,0,0,0,0,0,0
1523130470.400000,100,101,100,101,0,0,0,0,0,0
1523130470.450000,75,74,75,74,0,0,0,0,0,0
1523130470.500000,88,88,88,88,0,0,0,0,0,0
1523130470.550000,68,67,68,67,0,0,0,0,0,0
1523130470.600000,80,82,80,82,0,0,0,0,0,0
1523130470.650000,80,79,80,79,0,0,0,0,0,0
1523130470.700000,85,85,85,85,0,0,0,0,0,0
1523130470.750000,69,69,69,69,0,0,0,0,0,0
1523130470.800000,88,88,88,88,0,0,0,0,0,0
1523130470.850000,78,78,78,78,0,0,0,0,0,0
1523130470.900000,72,73,72,73,0,0,0,0,0,0
1523130470.950000,61,74,61,74,0,0,0,0,0,0
1523130471.000000,103,90,103,90,0,0,0,0,0,0
1523130471.050000,80,79,80,79,0,0,0,0,0,0
1523130471.100000,71,72,71,72,0,0,0,0,0,0
1523130471.150000,78,76,78,76,0,0,0,0,0,0
1523130471.200000,58,59,58,59,0,0,0,0,0,0
1523130471.250000,72,72,72,72,0,0,0,0,0,0
1523130471.300000,33,33,33,33,0,0,0,0,0,0
1523130471.350000,64,65,64,65,0,0,0,0,0,0
1523130471.400000,97,96,97,96,0,0,0,0,0,0
1523130471.450000,81,81,81,81,0,0,0,0,0,0
1523130471.500000,95,96,95,96,0,0,0,0,0,0
1523130471.550000,83,85,83,85,0,0,0,0,0,0
1523130471.600000,88,85,88,85,0,0,0,0,0,0
1523130471.650000,67,67,67,67,0,0,0,0,0,0
