date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,Browse_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,BrowseStoriesInCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,ViewComment_http_out_rs,Search_http_out_rs,SearchInStories_http_out_rs,SearchInComments_http_out_rs,SearchInUsers_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523130470.000000,1.489500,1.304400,0.000000,0.000000,1.394000,0.000000,0.000000,2.580000,1.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.516000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.516000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523130470.050000,0.916000,1.461000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.371000,0.000000,0.000000,0.000000,0.000000,0.000000,1.206667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.610000,1.505000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523130470.100000,0.713333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.779500,0.581000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.420000,0.000000,0.000000,0.000000,0.310000,0.000000,0.000000,0.000000,0.475000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523130470.150000,1.132000,0.000000,0.000000,1.344000,0.000000,0.000000,0.000000,0.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.594250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.892500,0.000000,0.000000,0.000000,0.000000,0.296000
1523130470.200000,0.447250,0.502500,0.000000,0.000000,0.000000,0.000000,0.000000,0.551000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233000,0.802000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.802000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523130470.250000,1.395000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.395000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523130470.300000,1.017250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.163000,0.000000,0.871500,0.000000,0.000000,0.000000,0.000000,0.000000,0.749714,0.657000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.772000,0.866500,0.000000,0.000000,0.000000,0.000000,0.000000
1523130470.350000,0.731600,0.586000,0.000000,0.000000,0.000000,0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.055333,1.246000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.675500,1.293000,0.000000,0.000000,0.000000,0.000000,1.149000
1523130470.400000,1.559600,0.792000,0.000000,0.000000,0.000000,0.000000,0.000000,2.458000,1.298000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529000,0.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.706500,0.000000,0.000000,0.000000,0.000000,0.233000
1523130470.450000,1.268667,1.232000,0.000000,0.000000,0.000000,0.000000,0.000000,1.065000,1.509000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.289778,1.315667,0.000000,1.378000,0.000000,0.000000,0.000000,1.048500,1.656000,0.000000,0.000000,0.000000,0.000000,0.000000,1.265000
