date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,http_total_longReq,http_adjustLoad
1523128253.000000,4.080006,1.540003,0.000000,0.859995,0.580001,0.180001,0.000000,0.000000,0.020000,0.540004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320000,0.000000,0.000000,0.000000,0.040002,0.000000,4.080006
1523128253.050000,3.539990,0.300002,0.000000,0.000000,0.120001,0.339997,0.219998,0.200000,0.879995,0.139999,0.800004,0.000000,0.000000,0.260000,0.000000,0.000000,0.219995,0.000000,0.000000,0.000000,0.059998,0.000000,3.539990
1523128253.100000,5.259991,0.619995,0.000000,0.000000,0.000000,2.019998,0.199997,0.000000,0.360000,0.420002,0.599997,0.000000,0.000000,0.000000,0.000000,0.000000,0.599999,0.000000,0.000000,0.000000,0.440003,0.000000,5.259991
1523128253.150000,3.420004,0.579996,0.139999,0.380002,0.000000,0.960002,0.160000,0.000000,0.420000,0.140005,0.480001,0.000000,0.000000,0.000000,0.000000,0.000000,0.159998,0.000000,0.000000,0.000000,0.000000,0.000000,3.420004
1523128253.200000,1.380020,0.540010,0.000000,0.000000,0.000000,0.540003,0.000000,0.000000,0.000000,0.079999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140004,0.000000,0.000000,0.080004,0.000000,1.380020
1523128253.250000,3.019994,0.639999,0.000000,0.139999,0.000000,1.320004,0.000000,0.000000,0.039997,0.079999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.759998,0.000000,0.000000,0.039997,0.000000,3.019994
1523128253.300000,8.580016,0.520001,0.000000,0.220000,0.000000,4.520004,0.120001,0.000000,1.619999,0.240002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.220004,1.000000,0.000000,0.000000,0.120005,0.000000,8.580016
1523128253.350000,9.140006,0.699998,0.000000,0.360001,0.000000,4.080001,0.000000,0.000000,0.819996,0.280004,0.980003,0.000000,0.000000,0.000000,0.000000,0.000000,0.880003,1.040001,0.000000,0.000000,0.000000,0.000000,9.140006
1523128253.400000,3.139991,0.440001,0.000000,0.000000,0.000000,0.179996,0.000000,0.000000,0.539998,0.079999,1.399994,0.000000,0.000000,0.000000,0.000000,0.000000,0.220000,0.119999,0.000000,0.000000,0.160003,0.000000,3.139991
1523128253.450000,2.699978,0.339996,0.000000,0.139999,0.000000,0.519996,0.000000,0.179996,0.659999,0.220001,0.159998,0.000000,0.159998,0.000000,0.000000,0.000000,0.319994,0.000000,0.000000,0.000000,0.000000,0.000000,2.699978
1523128253.500000,1.380013,0.400005,0.000000,0.000000,0.260005,0.040001,0.000000,0.000000,0.000000,0.000000,0.120003,0.000000,0.000000,0.079999,0.000000,0.000000,0.380002,0.000000,0.060000,0.000000,0.039997,0.000000,1.380013
1523128253.550000,1.859992,0.299997,0.000000,0.160000,0.000000,0.139999,0.000000,0.000000,0.379997,0.100002,0.200000,0.000000,0.000000,0.120001,0.000000,0.000000,0.200000,0.000000,0.099998,0.000000,0.159998,0.000000,1.859992
1523128253.600000,4.119999,0.419997,0.000000,0.280003,0.000000,1.559998,0.000000,0.000000,1.280003,0.040002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.159998,0.259998,0.000000,0.000000,0.120001,0.000000,4.119999
1523128253.650000,14.339998,1.679996,0.000000,0.000000,0.119999,6.200001,0.000000,0.000000,2.000000,0.000000,0.639999,0.000000,0.000000,0.799999,0.000000,0.000000,1.200002,1.660000,0.000000,0.000000,0.040002,0.000000,14.339998
1523128253.700000,25.139995,4.619999,0.000000,0.500000,1.380001,9.980000,0.260002,0.000000,2.000000,0.160003,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.159996,2.000000,0.000000,0.000000,0.079994,0.000000,25.139995
