date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523133172.000000,105,91,26,26,2,2,1,1,4,2,24,22,3,3,2,1,16,14,0,0,13,9,0,0,0,0,1,1,0,0,0,0,7,7,6,3,0,0,0,0,0,0
1523133172.050000,109,89,11,11,3,2,0,0,8,10,50,38,3,2,3,2,16,14,0,0,6,5,2,2,4,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
1523133172.100000,78,92,7,11,1,2,2,2,0,0,43,48,0,2,1,1,16,15,0,0,2,4,0,0,1,1,0,0,0,0,0,0,4,5,1,1,0,0,0,0,0,0
1523133172.150000,77,86,26,24,1,1,0,0,1,0,27,33,2,2,0,1,15,18,0,0,0,3,0,0,0,0,1,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0
1523133172.200000,52,56,16,13,0,0,0,0,3,4,17,19,1,1,2,1,6,7,0,0,3,5,0,0,3,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
1523133172.250000,94,94,19,24,1,1,1,1,2,2,25,24,0,0,6,3,13,11,0,0,17,19,4,4,0,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,0,0
1523133172.300000,94,84,24,19,2,2,3,3,4,4,29,25,0,0,8,4,10,13,0,0,7,9,0,0,0,0,1,1,0,0,0,0,3,2,2,1,1,1,0,0,0,0
1523133172.350000,87,85,13,17,1,0,0,0,4,4,41,40,1,1,0,0,15,12,0,0,2,4,2,2,0,0,0,0,2,1,0,0,0,1,6,3,0,0,0,0,0,0
1523133172.400000,75,81,9,9,1,2,0,0,0,0,28,32,2,1,0,0,23,23,0,0,3,5,0,0,1,1,1,1,0,0,0,0,5,4,1,2,1,1,0,0,0,0
1523133172.450000,92,100,14,15,1,1,1,1,4,4,25,29,0,1,10,6,15,19,0,0,16,17,0,0,0,0,0,0,0,0,0,0,1,1,5,6,0,0,0,0,0,0
1523133172.500000,123,107,18,15,0,0,0,0,9,7,49,39,1,1,4,3,15,12,0,0,11,12,0,0,3,2,0,0,0,0,0,0,12,13,1,3,0,0,0,0,0,0
1523133172.550000,117,119,27,29,1,1,2,1,3,5,47,51,0,0,2,1,21,20,0,0,6,4,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0
1523133172.600000,84,93,18,18,0,0,0,1,2,2,28,32,2,2,5,6,17,18,0,0,5,5,0,0,3,4,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0
1523133172.650000,137,129,12,13,1,1,4,3,4,3,58,57,1,0,7,5,29,29,0,0,14,11,0,0,3,2,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0
1523133172.700000,126,111,21,17,1,1,2,3,6,6,49,45,4,4,4,3,15,16,0,0,12,6,2,2,0,0,0,0,0,0,0,0,8,7,2,1,0,0,0,0,0,0
1523133172.750000,112,105,35,32,2,2,3,2,8,9,29,30,3,4,4,3,10,8,0,0,9,6,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,0,0,0,0,0
1523133172.800000,116,112,18,22,0,0,3,3,4,4,60,55,5,5,0,1,16,15,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
1523133172.850000,107,102,18,19,2,2,3,3,6,5,45,47,3,3,3,1,18,17,0,0,7,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1523133172.900000,130,111,19,17,3,3,0,1,2,3,65,51,3,2,1,3,23,19,0,0,7,6,1,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,0
1523133172.950000,96,105,15,18,4,3,4,4,2,2,43,49,1,2,2,1,12,16,0,0,4,3,0,0,0,0,0,0,1,1,0,0,7,4,1,2,0,0,0,0,0,0
1523133173.000000,95,100,11,10,2,3,2,2,4,4,39,45,3,2,3,1,12,11,0,0,7,5,1,2,3,3,1,1,0,0,0,0,6,9,0,1,1,1,0,0,0,0
1523133173.050000,108,103,24,24,1,1,2,2,7,6,37,37,2,3,3,2,23,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0
1523133173.100000,112,93,28,30,0,0,5,4,3,4,43,29,1,1,6,3,14,10,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,0,0,0
1523133173.150000,101,102,32,26,2,0,2,2,1,0,31,37,2,2,4,2,21,29,0,0,3,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1523133173.200000,83,89,12,10,1,2,2,3,6,6,34,39,1,1,0,0,20,21,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,5,2,1,0,0,0,0,0,0
1523133173.250000,96,82,18,19,1,2,1,0,6,5,47,38,1,1,2,1,8,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0
1523133173.300000,108,109,17,16,2,1,2,2,3,3,44,53,2,2,4,3,19,18,0,0,6,5,1,0,0,0,0,0,0,0,0,0,7,5,0,0,1,1,0,0,0,0
1523133173.350000,145,131,34,33,1,1,2,0,4,5,62,50,3,2,2,4,18,15,0,0,1,1,1,1,0,0,0,0,0,0,0,0,16,19,1,0,0,0,0,0,0,0
1523133173.400000,99,106,10,12,1,0,3,3,3,4,41,50,0,1,4,2,26,27,0,0,2,1,0,0,3,2,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0
1523133173.450000,119,115,22,18,1,3,0,2,2,2,55,52,2,2,4,3,13,15,0,0,2,1,0,1,2,2,0,0,0,0,0,0,10,10,6,4,0,0,0,0,0,0
1523133173.500000,63,62,18,29,1,1,2,3,6,6,27,17,3,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1523133173.550000,87,57,23,18,1,1,5,5,6,6,30,14,2,2,4,2,3,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,7,6,2,1,0,0,0,0,0,0
1523133173.600000,58,6,17,2,3,0,3,0,2,0,12,2,2,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,1,0,0,0,0,0
1523133173.650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523133173.700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523133173.750000,109,133,9,20,0,3,2,3,2,2,57,65,1,1,3,3,27,28,0,0,1,1,0,0,1,1,0,0,2,1,0,0,3,4,1,1,0,0,0,0,0,0
1523133173.800000,112,108,14,14,1,0,0,2,1,2,63,61,2,2,2,1,21,17,0,0,1,1,0,0,0,0,0,0,2,1,0,0,2,4,2,2,1,1,0,0,0,0
1523133173.850000,92,105,17,16,0,1,1,0,4,3,43,56,0,1,1,0,24,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0
1523133173.900000,101,102,15,23,0,0,1,2,5,7,49,44,3,3,1,1,15,10,0,0,1,1,0,0,2,1,1,1,0,0,0,0,7,8,0,0,1,1,0,0,0,0
1523133173.950000,111,102,13,13,1,1,1,1,4,4,50,48,2,1,5,2,25,25,0,0,2,2,1,0,2,1,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0
1523133174.000000,84,94,14,12,2,1,0,0,2,0,38,48,1,1,3,2,14,21,0,0,2,2,1,2,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
1523133174.050000,84,95,10,14,1,0,2,2,4,4,41,47,3,2,5,2,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
1523133174.100000,83,97,14,12,0,2,2,1,6,7,42,50,4,6,3,2,7,14,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1523133174.150000,51,79,1,3,0,0,0,1,2,3,22,41,1,1,0,0,17,21,0,0,1,2,0,0,2,2,0,0,2,1,0,0,3,4,0,0,0,0,0,0,0,0
1523133174.200000,37,45,1,1,0,0,0,0,0,0,9,11,1,1,0,3,10,13,0,0,14,13,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1523133174.250000,56,65,13,13,0,0,2,2,0,0,13,13,0,0,0,6,3,4,0,0,22,22,0,0,1,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
1523133174.300000,75,72,8,7,0,0,0,0,0,0,32,30,1,1,2,5,6,4,0,0,13,13,0,0,0,0,0,0,0,0,2,1,5,5,6,6,0,0,0,0,0,0
1523133174.350000,98,94,21,18,1,1,0,0,6,6,32,30,3,3,0,2,14,15,0,0,10,10,0,0,0,0,1,1,0,0,0,0,7,5,3,3,0,0,0,0,0,0
1523133174.400000,114,69,31,11,2,2,1,0,5,2,52,38,2,1,2,1,15,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0
1523133174.450000,72,81,9,22,0,0,1,1,0,1,42,40,2,2,2,1,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0
1523133174.500000,110,127,16,24,0,0,3,2,2,3,59,66,0,1,2,1,17,20,0,0,1,1,2,2,1,0,0,0,0,0,2,1,5,5,0,0,0,1,0,0,0,0
1523133174.550000,92,105,22,21,0,0,1,3,1,2,49,58,1,1,2,2,4,7,0,0,3,3,0,0,3,3,0,0,0,1,0,0,1,2,5,2,0,0,0,0,0,0
1523133174.600000,70,70,19,21,0,0,2,1,0,0,24,25,0,0,2,2,18,16,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1523133174.650000,58,76,4,6,0,0,0,1,2,2,27,31,2,2,2,7,12,16,0,0,5,5,0,0,0,1,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0
1523133174.700000,92,93,17,15,0,0,1,1,6,6,29,27,1,1,0,4,22,22,0,0,9,10,0,0,5,4,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0
1523133174.750000,91,83,24,23,0,0,0,0,2,2,32,28,1,0,0,3,20,16,0,0,8,7,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0
1523133174.800000,101,104,18,18,1,1,1,1,4,3,45,46,3,4,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,7,1,1,0,0,0,0
1523133174.850000,107,120,12,15,0,0,0,0,4,5,56,59,1,1,6,7,17,19,0,0,0,0,0,0,0,1,1,1,1,1,0,0,6,7,3,4,0,0,0,0,0,0
