date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523128253.000000,31,32,11,9,1,1,0,0,1,1,4,5,1,1,1,0,2,4,2,2,1,3,0,0,0,1,1,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0
1523128253.050000,36,38,9,11,0,0,3,3,3,3,5,5,2,2,1,2,6,3,3,3,1,0,0,0,0,0,1,2,1,1,0,0,1,2,0,1,0,0,0,0,0,0
1523128253.100000,39,38,8,10,1,1,1,1,3,2,8,5,0,0,0,0,2,5,4,4,6,4,0,0,0,0,1,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0
1523128253.150000,39,42,10,9,0,0,2,2,0,1,9,11,1,1,0,0,3,3,6,6,5,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
1523128253.200000,26,26,5,5,1,1,2,2,1,1,8,7,1,1,1,0,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
1523128253.250000,38,29,12,12,0,0,0,0,1,0,10,6,2,2,0,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0
1523128253.300000,31,20,9,10,2,2,2,2,1,1,6,0,3,3,0,0,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1523128253.350000,25,28,2,2,0,0,1,1,0,1,7,10,0,0,0,0,2,2,5,5,2,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0,0,0,0
1523128253.400000,42,50,10,9,2,2,1,1,1,1,7,13,1,1,1,0,4,7,3,3,5,5,0,0,1,0,0,0,0,0,0,0,4,6,2,2,0,0,0,0,0,0
1523128253.450000,29,38,5,5,2,2,1,1,0,0,7,8,0,0,0,1,6,8,1,1,0,4,0,0,0,1,0,0,1,1,0,0,5,4,0,1,1,1,0,0,0,0
