date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,http_total_longReq,http_adjustLoad
1523128253.000000,3.199983,0.739993,0.079999,0.000000,0.060000,0.519991,0.079999,0.039997,0.739995,0.039997,0.400004,0.000000,0.040001,0.039997,0.000000,0.000000,0.240005,0.180004,0.000000,0.000000,0.000000,0.000000,3.199983
1523128253.050000,4.639999,0.879999,0.000000,0.500002,0.260000,0.920000,0.240002,0.199997,0.860000,0.020004,0.099998,0.000000,0.000000,0.239996,0.040002,0.000000,0.300001,0.079998,0.000000,0.000000,0.000000,0.000000,4.639999
1523128253.100000,6.639999,1.080011,0.219998,0.120001,0.279996,1.759994,0.000000,0.000000,0.940001,0.079999,1.379998,0.000000,0.000000,0.079999,0.000000,0.000000,0.560002,0.139999,0.000000,0.000000,0.000000,0.000000,6.639999
1523128253.150000,5.580015,1.040007,0.000000,0.240006,0.020000,2.519999,0.060000,0.000000,0.539999,0.139999,0.760009,0.000000,0.000000,0.000000,0.000000,0.000000,0.259995,0.000000,0.000000,0.000000,0.000000,0.000000,5.580015
1523128253.200000,3.599984,0.539996,0.080002,0.200001,0.179996,1.679997,0.079999,0.040001,0.219994,0.019999,0.380003,0.000000,0.000000,0.000000,0.000000,0.000000,0.179996,0.000000,0.000000,0.000000,0.000000,0.000000,3.599984
1523128253.250000,6.259986,0.939991,0.000000,0.000000,0.039997,2.039999,0.260000,0.040001,0.880000,0.020003,0.820000,0.000000,0.000000,0.000000,0.000000,0.000000,0.799998,0.419996,0.000000,0.000000,0.000000,0.000000,6.259986
1523128253.300000,17.060004,0.800003,0.159998,0.260000,0.120003,8.219997,0.239997,0.000000,2.719997,0.060005,2.260002,0.000000,0.000000,0.000000,0.000000,0.000000,1.220001,1.000000,0.000000,0.000000,0.000000,0.000000,17.060004
1523128253.350000,26.199994,0.179996,0.000000,0.279999,0.059998,12.779995,0.000000,0.000000,6.240005,0.139995,3.340000,0.000000,0.000000,0.000000,0.000000,0.000000,2.120006,1.000000,0.060000,0.000000,0.000000,0.000000,26.199994
1523128253.400000,18.179996,1.400000,0.179996,0.160003,0.120001,6.039995,0.060000,0.279999,2.259997,0.060005,4.959995,0.000000,0.939999,0.000000,0.000000,0.000000,0.980003,0.740002,0.000000,0.000000,0.000000,0.000000,18.179996
1523128253.450000,6.740003,0.720003,0.159998,0.099998,0.000000,2.179998,0.000000,0.099998,1.280000,0.019999,0.720005,0.000000,0.320000,0.000000,0.280004,0.000000,0.539998,0.260002,0.060000,0.000000,0.000000,0.000000,6.740003
1523128253.500000,2.899995,0.519995,0.160003,0.100002,0.139999,0.799995,0.000000,0.120001,0.399995,0.039997,0.120001,0.000000,0.120001,0.000000,0.000000,0.000000,0.380006,0.000000,0.000000,0.000000,0.000000,0.000000,2.899995
1523128253.550000,2.120009,0.420003,0.079999,0.000000,0.160003,0.300002,0.000000,0.000000,0.099998,0.039997,0.480003,0.000000,0.000000,0.120001,0.000000,0.000000,0.320006,0.000000,0.099998,0.000000,0.000000,0.000000,2.120009
1523128253.600000,4.519997,0.299997,0.000000,0.380004,0.060000,0.480000,0.059996,0.000000,1.080006,0.019999,0.719997,0.000000,0.000000,0.000000,0.000000,0.000000,1.319996,0.000000,0.100002,0.000000,0.000000,0.000000,4.519997
1523128253.650000,18.340006,1.940000,0.639999,0.580002,0.180000,6.239994,0.259998,0.780003,3.779995,0.020003,1.380001,0.000000,0.000000,0.240002,0.000000,0.000000,1.580011,0.719997,0.000000,0.000000,0.000000,0.000000,18.340006
1523128253.700000,51.160007,6.700001,2.000000,1.000000,1.500000,17.640003,3.020000,2.000000,5.300003,0.019999,3.520000,0.000000,0.000000,1.000000,0.000000,0.000000,4.819998,2.260002,0.380001,0.000000,0.000000,0.000000,51.160007
1523128253.750000,72.200005,11.599998,2.000000,2.599998,2.739998,24.460003,4.720001,2.000000,6.480000,0.040002,4.720001,0.000000,0.000000,1.200001,0.000000,0.000000,5.640002,3.000000,1.000000,0.000000,0.000000,0.000000,72.200005
1523128253.800000,93.099998,19.320002,2.439999,3.359998,3.559998,30.420002,5.000000,2.700001,8.180000,0.019999,5.480003,0.000000,0.000000,2.000000,0.000000,0.000000,6.019999,3.000000,1.599999,0.000000,0.000000,0.000000,93.099998
1523128253.850000,42.179987,3.539989,1.700002,0.719997,1.180004,16.939995,0.980007,2.619999,3.119994,0.100007,6.259998,0.000000,0.000000,0.399998,0.000000,0.000000,1.579999,2.919998,0.119999,0.000000,0.000000,0.000000,42.179987
1523128253.900000,8.100008,0.900007,0.240002,0.139999,0.780005,2.459993,0.000000,0.200006,0.619998,0.099998,2.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.360003,0.180000,0.119996,0.000000,0.000000,0.000000,8.100008
1523128253.950000,3.220001,0.400004,0.000000,0.100002,0.260002,0.820000,0.219998,0.139998,0.380004,0.120001,0.259995,0.000000,0.220003,0.000000,0.000000,0.000000,0.079994,0.100002,0.119996,0.000000,0.000000,0.000000,3.220001
1523128254.000000,4.940013,0.860000,0.139999,0.099998,0.200000,1.299999,0.000000,0.139997,0.539998,0.020003,1.280010,0.000000,0.000000,0.060000,0.100002,0.000000,0.200005,0.000000,0.000000,0.000000,0.000000,0.000000,4.940013
1523128254.050000,5.360012,0.559998,0.260000,0.100002,0.160003,1.839999,0.160003,0.299997,0.160000,0.060000,0.900004,0.000000,0.000000,0.000000,0.000000,0.000000,0.560008,0.279999,0.019999,0.000000,0.000000,0.000000,5.360012
