date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,SubmitStory_http_out_rs,StoreStory_http_out_rs,ViewComment_http_out_rs,PostComment_http_out_rs,StoreComment_http_out_rs,ModerateComment_http_out_rs,StoreModeratorLog_http_out_rs,ReviewStories_http_out_rs,AcceptStory_http_out_rs,RejectStory_http_out_rs,Search_http_out_rs,RegisterUser_http_out_rs,Author_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523131353.000000,0.558563,0.519333,0.000000,0.743500,1.723000,0.313000,0.109000,0.524000,0.000000,0.412500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.590667,0.000000,0.000000,0.000000,0.000000,0.788067,0.211750,0.000000,0.111000,0.000000,0.313000,2.563000,2.301000,0.125000,0.112000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.007667,0.000000,0.000000,0.000000,0.000000
1523131353.050000,0.259429,0.107000,0.000000,0.000000,0.335000,0.111000,0.000000,0.551000,0.000000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.108000,0.499000,0.000000,0.000000,0.000000,0.930111,1.082000,0.814000,0.000000,0.000000,0.000000,0.000000,0.000000,0.127000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.621500,0.000000,0.000000,0.000000,0.000000
1523131353.100000,0.484583,0.257250,0.000000,2.530000,0.000000,0.211000,0.409500,0.000000,0.000000,0.203500,0.000000,0.000000,0.608000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.831217,0.646500,0.000000,0.108000,0.000000,0.784667,0.606000,0.000000,1.114000,1.213500,1.673000,0.000000,0.000000,0.000000,0.000000,0.000000,0.615750,0.000000,0.000000,0.000000,1.107500
1523131353.150000,0.775083,0.000000,0.000000,0.622000,0.000000,0.114000,0.712000,2.085500,0.113500,0.000000,0.000000,0.102000,0.000000,0.000000,0.000000,0.000000,0.101000,0.000000,0.000000,0.000000,2.529000,1.122435,0.605000,0.000000,0.725000,1.117500,0.941600,1.316000,1.553000,1.147000,0.105000,2.100667,0.000000,0.000000,0.000000,0.000000,0.000000,0.108000,0.000000,1.110000,0.000000,1.112000
1523131353.200000,0.800688,0.713500,0.000000,0.926500,1.735000,0.723000,0.000000,0.000000,0.116000,1.306000,2.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.103000,0.513000,0.000000,0.000000,0.000000,0.798789,0.893167,0.000000,0.000000,0.000000,0.111000,1.315000,0.000000,1.155000,0.205000,1.147000,0.000000,0.000000,0.000000,1.199000,0.000000,0.746833,0.000000,0.000000,0.000000,0.000000
1523131353.250000,0.870583,0.917000,0.000000,0.000000,0.148000,1.168000,0.103000,0.000000,1.212750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.609500,0.000000,0.000000,0.000000,1.124000,0.906042,1.041250,1.123000,0.207000,0.000000,1.030000,0.000000,0.000000,0.485000,0.000000,0.000000,0.102000,0.000000,0.000000,1.209000,0.000000,0.920000,0.000000,0.000000,0.000000,1.314250
1523131353.300000,0.759118,0.644667,0.000000,1.128000,1.126000,0.539000,0.000000,0.000000,0.000000,0.201500,1.753667,0.000000,0.000000,0.000000,0.000000,0.000000,0.444667,0.000000,0.000000,0.000000,0.102000,0.758500,0.778667,0.000000,0.117000,0.000000,0.462750,0.000000,0.000000,0.642000,0.000000,0.000000,0.000000,0.000000,2.629000,0.000000,0.000000,0.653750,0.000000,0.000000,0.000000,1.304000
1523131353.350000,1.129250,0.114000,0.000000,0.112500,1.332000,1.003000,0.000000,0.000000,2.115000,0.845333,2.187500,0.000000,0.000000,0.000000,0.000000,0.000000,1.112000,0.000000,0.000000,0.000000,1.381333,0.831455,1.015000,0.000000,0.000000,1.333000,0.450500,0.103000,0.000000,0.000000,1.108000,1.364000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603500,0.000000,0.000000,0.000000,1.100000
1523131353.400000,0.714875,0.781444,0.000000,0.309000,1.117000,0.123000,0.813500,0.000000,0.000000,1.109000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120000,0.000000,0.000000,0.000000,0.000000,0.724840,0.469600,0.000000,0.000000,0.241500,0.906429,1.312000,0.000000,0.933000,0.203000,0.984000,0.000000,0.000000,0.000000,0.000000,0.000000,1.114000,0.000000,0.000000,0.000000,0.102000
1523131353.450000,1.053733,1.099000,0.118000,0.000000,0.000000,0.984500,0.000000,0.000000,0.000000,1.100000,1.398000,0.000000,0.000000,0.000000,0.000000,0.000000,0.704500,2.806000,0.000000,0.000000,0.000000,0.972778,1.344667,0.000000,1.109500,0.000000,0.182000,0.000000,0.000000,0.000000,1.101000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118000,0.000000,0.000000,0.000000,0.000000
