date_time,total_http_start,total_http_end,select_http_start,select_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,insert_http_start,insert_http_end,UPDATE_http_start,UPDATE_http_end,update_http_start,update_http_end,DELETE_http_start,DELETE_http_end,delete_http_start,delete_http_end,commit;_http_start,commit;_http_end,SHOW_http_start,SHOW_http_end,SET_http_start,SET_http_end,/bin_http_start,/bin_http_end,#_http_start,#_http_end
1523131353.000000,119,124,0,0,109,114,4,5,0,0,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.050000,103,110,0,0,85,92,8,7,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.100000,108,109,0,0,89,90,10,10,0,0,7,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.150000,126,119,0,0,116,109,3,4,0,0,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.200000,118,120,0,0,112,114,2,1,0,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.250000,116,118,0,0,99,101,14,14,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.300000,127,118,0,0,116,107,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.350000,114,115,0,0,104,105,4,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.400000,104,109,0,0,99,104,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.450000,104,103,0,0,91,90,9,8,0,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.500000,104,109,0,0,94,98,9,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.550000,114,114,0,0,102,102,9,9,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.600000,116,108,0,0,109,102,5,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.650000,110,120,0,0,97,107,11,11,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.700000,118,112,0,0,103,97,5,6,0,0,9,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.750000,107,112,0,0,89,94,10,9,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.800000,117,110,0,0,106,99,7,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.850000,97,103,0,0,85,91,8,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.900000,97,89,0,0,93,85,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131353.950000,105,117,0,0,76,88,14,13,0,0,14,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.000000,48,49,0,0,0,1,32,32,0,0,15,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.050000,30,31,0,0,0,0,19,20,0,0,10,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.200000,93,60,0,0,92,59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.250000,136,147,0,0,134,146,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.300000,108,118,0,0,106,116,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.350000,120,118,0,0,115,112,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.400000,128,132,0,0,114,119,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.450000,117,121,0,0,98,102,8,7,0,0,10,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.500000,126,116,0,0,111,101,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.550000,96,100,0,0,91,95,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.600000,109,107,0,0,100,98,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.650000,113,124,0,0,103,114,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.700000,110,108,0,0,92,89,16,17,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523131354.750000,93,94,0,0,76,78,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
