timestamp,pit
1542422785400,9172.981
1542422785450,11961.715
1542422785500,20951.54
1542422785550,18228.361
1542422785600,18840.346
1542422785850,15749.794
1542422785900,15618.55
1542422785950,21237.377
1542422786000,15525.0205
1542422786050,12400.597
1542422786100,8298.565
1542422788400,909.0
1542422788700,3064.0
1542422788850,1153.0
1542422789250,718.0
1542422789300,1841.0
1542422789500,478.0
1542422789600,385.0
1542422789750,1040.5
1542422790100,75.0
1542422790200,2.0
1542422790250,16.666666
1542422790300,933.0
1542422790350,33.0
1542422790400,543.6667
1542422790500,7.0
1542422790600,618.0
1542422790650,294.5
1542422790800,371.5
1542422790900,8.0
1542422790950,128.0
1542422791050,67.0
1542422791150,251.0
1542422791200,2.0
1542422791300,21.0
1542422791350,19.0
1542422791550,215.0
1542422791600,140.0
1542422791650,4.0
1542422791700,34.0
1542422791750,34.666668
1542422791850,8.5
1542422791900,581.5
1542422791950,1174.3334
1542422792000,696.8
1542422792050,605.0
1542422792100,557.0
1542422792150,674.0
1542422792200,116.0
1542422792250,636.6667
1542422792300,267.33334
1542422792350,691.75
1542422792400,624.6
1542422792450,938.0
1542422792500,1155.6666
1542422792550,2050.6667
1542422792650,1939.0
1542422792700,181265.0
1542422792850,2656.0
1542422792900,262.0
1542422792950,1069.0
1542422793000,1157.0
1542422793050,959.3333
1542422793100,981.0
1542422793150,877.5
1542422793200,336.0
1542422793250,1140.0
1542422793300,1016.0
1542422793350,234.66667
1542422793400,177.0
1542422793450,424.4
1542422793500,122.75
1542422793550,528.5
1542422793600,1163.4
1542422793650,837.3333
1542422793700,1993.0
1542422793750,853.6667
1542422793800,254.83333
1542422793850,685.0
1542422793900,782.3333
1542422793950,403.22223
1542422794000,193.5
1542422794050,409.6
1542422794100,250.0
1542422794150,310.625
1542422794200,452.85715
1542422794250,97.333336
1542422794300,50.0
1542422794350,170.0
1542422794400,659.0
1542422794450,133.0
1542422794500,182.88889
1542422794550,150.2
1542422794600,69.75
1542422794650,155.0
1542422794700,51.57143
1542422794750,221.66667
1542422794800,266.0
1542422794850,683.8333
1542422794900,491.0
1542422794950,762.0
1542422795000,555.5
1542422795050,419.5
1542422795100,615.4
1542422795150,517.2
1542422795200,747.0
1542422795250,798.0
1542422795300,753.0
1542422795350,495.5
1542422795400,259791.5
1542422795450,187480.25
1542422795550,401.0
1542422795600,63895.5
1542422795650,191.4
1542422795700,72621.5
1542422795750,18.5
1542422795800,49.333332
1542422795850,94.0
1542422795900,75433.6
1542422795950,108316.336
1542422796050,176.66667
1542422796100,91107.25
1542422796150,244.5
1542422796200,2.0
1542422796250,89137.5
1542422796300,75052.25
1542422796350,59.2
1542422796400,16.75
1542422796450,118.4
1542422796500,114.8
1542422796550,97.0
1542422796600,107.8
1542422796650,40.75
1542422796700,19.833334
1542422796750,21.25
1542422796800,3.5
1542422796850,11.833333
1542422796900,16.8
1542422796950,51.0
1542422797000,29.5
1542422797050,30.777779
1542422797100,27.666666
1542422797150,12.666667
1542422797200,17.666666
1542422797250,27.5
1542422797300,24.0
1542422797350,32.333332
1542422797400,10.75
1542422797450,38.0
1542422797500,27.5
1542422797550,28.8
1542422797600,70.4
1542422797650,18.2
1542422797700,16.25
1542422797750,18.5
1542422797800,44.8
1542422797850,25.0
1542422797900,26.3
1542422797950,14.333333
1542422798000,56.0
1542422798050,92.0
1542422798100,18.666666
1542422798150,16.5
1542422798200,17.8
1542422798250,21.75
1542422798300,32.384617
1542422798350,23.6
1542422798400,6.0
1542422798450,12.777778
1542422798500,12.0
1542422798550,14.333333
1542422798600,19.8
1542422798650,25.285715
1542422798700,4.6666665
1542422798750,57.5
1542422798800,14.666667
1542422798850,22.6
1542422798900,11.555555
1542422798950,16.25
1542422799000,10.2
1542422799050,13.2
1542422799100,73.0
1542422799150,15.0
1542422799200,10.666667
1542422799250,13.285714
1542422799300,11.0
1542422799350,10.75
1542422799400,10.285714
1542422799450,22.0
1542422799500,12.25
1542422799550,8.5
1542422799600,6.6
1542422799650,12.571428
1542422799700,28.333334
1542422799750,15.625
1542422799800,10.5
1542422799850,8.0
1542422799900,11.25
1542422799950,4.3333335
1542422800000,20.285715
1542422800050,13.2
1542422800100,87.0
1542422800150,13.25
1542422800200,14.5
1542422800250,10.0
1542422800300,10.0
1542422800350,11.8
1542422800400,516.6667
1542422800450,393.0
1542422800500,774.0
1542422800550,1236.5
1542422800600,1332.6
1542422800650,4155.8335
1542422800700,5804.7144
1542422800750,572.0
1542422800800,853.625
1542422800850,3833.9167
1542422800900,419.8
1542422800950,1523.3334
1542422801000,983.3333
1542422801050,3132.4285
1542422801100,1963.0
1542422801150,2211.6667
1542422801200,1349.5
1542422801250,1846.4445
1542422801300,407.25
1542422801350,436.0
1542422801400,241.2
1542422801450,289.77777
1542422801500,199.0
1542422801550,813.5
1542422801600,1101.7
1542422801650,5535.1665
1542422801700,3482.1667
1542422801750,1895.4445
1542422801800,1742.0
1542422801850,1207.6154
1542422801900,745.8333
