date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,Browse_http_start,Browse_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,BrowseStoriesInCategory_http_start,BrowseStoriesInCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,ViewComment_http_start,ViewComment_http_end,Search_http_start,Search_http_end,SearchInStories_http_start,SearchInStories_http_end,SearchInComments_http_start,SearchInComments_http_end,SearchInUsers_http_start,SearchInUsers_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523127543.000000,17,28,1,7,0,0,0,0,0,2,0,0,0,1,6,10,8,5,2,3,0,0,0,0,0,0,0,0,0,0
1523127543.050000,36,21,7,4,0,0,0,0,2,1,0,0,4,0,5,8,11,4,7,4,0,0,0,0,0,0,0,0,0,0
1523127543.100000,9,9,2,2,0,0,1,0,0,2,0,0,0,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1523127543.150000,28,28,7,5,0,0,0,1,3,1,0,0,0,2,7,7,9,8,2,4,0,0,0,0,0,0,0,0,0,0
1523127543.200000,25,25,5,8,0,0,0,0,1,2,0,0,0,0,10,4,7,7,2,4,0,0,0,0,0,0,0,0,0,0
1523127543.250000,19,19,7,1,0,0,0,0,2,0,0,0,0,0,5,10,4,6,1,2,0,0,0,0,0,0,0,0,0,0
1523127543.300000,26,28,7,7,0,0,2,0,1,3,0,0,0,2,3,9,9,4,4,3,0,0,0,0,0,0,0,0,0,0
1523127543.350000,24,23,7,6,0,0,1,2,1,0,0,0,0,0,6,7,5,6,4,2,0,0,0,0,0,0,0,0,0,0
1523127543.400000,25,27,6,11,0,0,0,1,2,2,0,0,0,0,7,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0
1523127543.450000,31,29,6,3,0,0,0,0,1,1,0,0,1,0,11,8,6,12,6,5,0,0,0,0,0,0,0,0,0,0
1523127543.500000,26,25,5,7,0,0,1,1,1,1,0,0,2,0,7,9,7,3,3,4,0,0,0,0,0,0,0,0,0,0
1523127543.550000,19,20,5,6,0,0,0,0,0,2,0,0,0,1,4,5,6,3,4,3,0,0,0,0,0,0,0,0,0,0
1523127543.600000,26,27,6,5,0,0,1,1,0,0,0,0,0,2,8,8,8,6,3,5,0,0,0,0,0,0,0,0,0,0
1523127543.650000,26,25,8,8,0,0,0,0,1,0,0,0,0,0,7,7,8,4,2,6,0,0,0,0,0,0,0,0,0,0
1523127543.700000,15,19,5,9,0,0,0,0,0,0,0,0,0,0,3,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0
1523127543.750000,24,22,7,4,0,0,1,0,1,0,0,0,0,0,4,7,6,9,5,2,0,0,0,0,0,0,0,0,0,0
1523127543.800000,41,42,12,11,0,0,1,1,3,1,0,0,0,0,9,9,12,15,4,5,0,0,0,0,0,0,0,0,0,0
1523127543.850000,33,32,6,7,0,0,3,2,2,5,0,0,1,0,10,7,7,7,4,4,0,0,0,0,0,0,0,0,0,0
1523127543.900000,22,21,7,4,0,0,0,2,1,1,0,0,0,0,6,4,4,10,4,0,0,0,0,0,0,0,0,0,0,0
1523127543.950000,28,28,15,7,0,0,0,0,0,0,0,0,0,0,5,12,6,5,2,4,0,0,0,0,0,0,0,0,0,0
1523127544.000000,28,28,7,9,0,0,0,0,1,1,0,0,1,0,8,6,7,6,4,6,0,0,0,0,0,0,0,0,0,0
1523127544.050000,24,24,9,10,0,0,0,0,2,0,0,0,0,1,7,4,5,6,1,3,0,0,0,0,0,0,0,0,0,0
1523127544.100000,29,29,5,10,0,0,0,0,2,1,0,0,2,0,10,8,9,7,1,3,0,0,0,0,0,0,0,0,0,0
1523127544.150000,26,24,8,7,0,0,0,0,1,3,0,0,0,2,9,9,6,3,2,0,0,0,0,0,0,0,0,0,0,0
1523127544.200000,31,32,13,10,0,0,0,0,1,2,0,0,0,0,9,6,6,10,2,4,0,0,0,0,0,0,0,0,0,0
1523127544.250000,30,29,9,7,0,0,0,0,1,0,0,0,0,0,6,9,9,10,5,3,0,0,0,0,0,0,0,0,0,0
1523127544.300000,28,29,7,8,0,0,1,0,0,2,0,0,1,1,8,8,8,9,3,1,0,0,0,0,0,0,0,0,0,0
1523127544.350000,19,19,4,6,0,0,0,1,0,0,0,0,1,0,8,4,5,7,1,1,0,0,0,0,0,0,0,0,0,0
1523127544.400000,28,29,4,10,0,0,2,0,1,0,0,0,0,0,8,10,9,4,4,5,0,0,0,0,0,0,0,0,0,0
