date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,http_total_longReq,http_adjustLoad
1523133172.000000,75.999995,5.139992,0.599999,0.079999,0.619995,3.380008,0.680000,3.320001,1.839997,0.000000,53.819997,0.000000,2.000000,0.160003,0.000000,0.000000,0.780001,3.580004,0.000000,0.000000,0.000000,0.000000,75.999995
1523133172.050000,89.460003,2.679998,0.499998,0.000000,1.379998,11.219998,0.960001,4.140000,4.420004,0.000000,55.460002,0.140004,2.720002,0.000000,0.000000,0.000000,0.459999,5.379997,0.000000,0.000000,0.000000,0.000000,89.460003
1523133172.100000,94.599995,3.339993,0.560002,0.260000,0.000000,13.359995,0.840004,5.000000,5.540002,0.000000,55.539997,0.000000,3.000000,0.000000,0.000000,0.000000,1.160002,6.000000,0.000000,0.000000,0.000000,0.000000,94.599995
1523133172.150000,82.559981,4.399997,0.099998,0.000000,0.240002,7.419996,0.199995,4.200001,3.260004,0.000000,53.219997,0.000000,3.000000,0.059996,0.000000,0.000000,0.459996,6.000000,0.000000,0.000000,0.000000,0.000000,82.559981
1523133172.200000,74.160001,1.940000,0.000000,0.000000,0.640003,5.159997,0.060000,4.460000,2.660004,0.000000,49.740001,0.000000,2.999999,0.000000,0.000000,0.000000,0.499997,6.000000,0.000000,0.000000,0.000000,0.000000,74.160001
1523133172.250000,76.280013,3.440011,0.060000,0.220003,0.079999,5.660005,0.000000,6.419999,2.520000,0.000000,46.999995,0.500002,3.000000,0.000000,0.000000,0.000000,0.480003,6.780000,0.119996,0.000000,0.000000,0.000000,76.280013
1523133172.300000,79.720014,3.360005,0.240002,0.340004,0.260005,5.160005,0.000000,10.499996,2.520000,0.000000,45.699995,0.000000,3.000000,0.180001,0.000000,0.000000,0.399999,7.959999,0.100002,0.000000,0.000000,0.000000,79.720014
1523133172.350000,85.420009,2.539998,0.360001,0.000000,0.319996,9.560005,0.120001,12.000000,3.060006,0.000000,43.980000,0.240002,3.000000,0.000000,0.659998,0.000000,0.020000,9.560001,0.000000,0.000000,0.000000,0.000000,85.420009
1523133172.400000,82.520000,1.420001,0.219999,0.000000,0.000000,7.640000,0.160003,12.000000,3.860006,0.000000,41.419993,0.000000,3.000000,0.099998,1.000000,0.000000,0.739998,10.880002,0.079999,0.000000,0.000000,0.000000,82.520000
1523133172.450000,76.859964,1.299982,0.179996,0.079999,0.200000,3.059997,0.160000,13.899997,2.259999,0.000000,40.980001,0.000000,3.000000,0.000000,1.000000,0.000000,0.179996,10.559997,0.000000,0.000000,0.000000,0.000000,76.859964
