date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,http_total_longReq,http_adjustLoad
1524020642.000000,0.580001,0.580001,0.000000,0.000000,0.000000,0.000000,0.580001
1524020642.050000,2.120000,2.120000,0.000000,0.000000,0.000000,0.000000,2.120000
1524020642.100000,1.219998,1.219998,0.000000,0.000000,0.000000,0.000000,1.219998
1524020642.150000,0.480000,0.480000,0.000000,0.000000,0.000000,0.000000,0.480000
1524020642.200000,0.639987,0.639987,0.000000,0.000000,0.000000,0.000000,0.639987
1524020642.250000,0.700001,0.700001,0.000000,0.000000,0.000000,0.000000,0.700001
1524020642.300000,0.340001,0.340001,0.000000,0.000000,0.000000,0.000000,0.340001
1524020642.350000,1.079993,1.079993,0.000000,0.000000,0.000000,0.000000,1.079993
1524020642.400000,0.520012,0.520012,0.000000,0.000000,0.000000,0.000000,0.520012
1524020642.450000,1.120006,1.120006,0.000000,0.000000,0.000000,0.000000,1.120006
1524020642.500000,0.819995,0.819995,0.000000,0.000000,0.000000,0.000000,0.819995
1524020642.550000,0.540010,0.540010,0.000000,0.000000,0.000000,0.000000,0.540010
1524020642.600000,1.719999,1.719999,0.000000,0.000000,0.000000,0.000000,1.719999
1524020642.650000,0.560013,0.560013,0.000000,0.000000,0.000000,0.000000,0.560013
1524020642.700000,0.880005,0.880005,0.000000,0.000000,0.000000,0.000000,0.880005
1524020642.750000,0.359993,0.359993,0.000000,0.000000,0.000000,0.000000,0.359993
1524020642.800000,1.819987,1.819987,0.000000,0.000000,0.000000,0.000000,1.819987
1524020642.850000,1.200008,1.200008,0.000000,0.000000,0.000000,0.000000,1.200008
1524020642.900000,0.719994,0.719994,0.000000,0.000000,0.000000,0.000000,0.719994
1524020642.950000,1.200025,1.200025,0.000000,0.000000,0.000000,0.000000,1.200025
1524020643.000000,0.440003,0.440003,0.000000,0.000000,0.000000,0.000000,0.440003
1524020643.050000,0.980002,0.980002,0.000000,0.000000,0.000000,0.000000,0.980002
1524020643.100000,0.839991,0.839991,0.000000,0.000000,0.000000,0.000000,0.839991
1524020643.150000,1.700003,1.700003,0.000000,0.000000,0.000000,0.000000,1.700003
1524020643.200000,0.659992,0.659992,0.000000,0.000000,0.000000,0.000000,0.659992
1524020643.250000,0.340009,0.340009,0.000000,0.000000,0.000000,0.000000,0.340009
1524020643.300000,0.720005,0.720005,0.000000,0.000000,0.000000,0.000000,0.720005
1524020643.350000,0.719997,0.719997,0.000000,0.000000,0.000000,0.000000,0.719997
1524020643.400000,0.679998,0.679998,0.000000,0.000000,0.000000,0.000000,0.679998
1524020643.450000,0.560000,0.560000,0.000000,0.000000,0.000000,0.000000,0.560000
1524020643.500000,1.000009,1.000009,0.000000,0.000000,0.000000,0.000000,1.000009
1524020643.550000,2.160025,2.160025,0.000000,0.000000,0.000000,0.000000,2.160025
1524020643.600000,0.499994,0.499994,0.000000,0.000000,0.000000,0.000000,0.499994
1524020643.650000,0.779991,0.779991,0.000000,0.000000,0.000000,0.000000,0.779991
1524020643.700000,0.340006,0.340006,0.000000,0.000000,0.000000,0.000000,0.340006
