date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,SubmitStory_http_out_rs,StoreStory_http_out_rs,ViewComment_http_out_rs,PostComment_http_out_rs,StoreComment_http_out_rs,ModerateComment_http_out_rs,StoreModeratorLog_http_out_rs,ReviewStories_http_out_rs,AcceptStory_http_out_rs,RejectStory_http_out_rs,Search_http_out_rs,RegisterUser_http_out_rs,Author_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523128253.000000,0.003039,0.003333,0.000000,0.007667,0.001750,0.002000,0.004000,0.002500,0.002333,0.000000,0.000000,0.000000,0.000000,0.005000,0.000000,0.000000,0.006000,0.002000,0.000000,0.000000,0.000000,0.003082,0.003333,0.000000,0.007667,0.001750,0.002000,0.004000,0.002500,0.002333,0.000000,0.000000,0.000000,0.000000,0.005000,0.000000,0.000000,0.006000,0.002000,0.000000,0.000000,0.000000
1523128253.050000,0.002805,0.003556,0.000000,0.005000,0.002250,0.002522,0.006000,0.003500,0.002792,0.000000,0.002222,0.000000,0.000000,0.005000,0.002000,0.000000,0.002667,0.002000,0.000000,0.000000,0.000000,0.002805,0.003556,0.000000,0.005000,0.002250,0.002522,0.006000,0.003500,0.002792,0.000000,0.002222,0.000000,0.000000,0.005000,0.002000,0.000000,0.002667,0.002000,0.000000,0.000000,0.000000
1523128253.100000,0.003635,0.005111,0.009000,0.004500,0.001750,0.003175,0.002000,0.000000,0.002000,0.000000,0.004222,0.000000,0.000000,0.000000,0.000000,0.000000,0.004167,0.000000,0.000000,0.000000,0.000000,0.003553,0.005111,0.009000,0.004000,0.001750,0.003049,0.002000,0.000000,0.002000,0.000000,0.004222,0.000000,0.000000,0.000000,0.000000,0.000000,0.004167,0.000000,0.000000,0.000000,0.000000
1523128253.150000,0.002875,0.005429,0.003000,0.004000,0.000000,0.002786,0.002000,0.000000,0.002222,0.000000,0.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.002938,0.005429,0.003000,0.004333,0.000000,0.002852,0.002000,0.000000,0.002222,0.000000,0.002250,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000
1523128253.200000,0.004429,0.003500,0.000000,0.000000,0.004000,0.002174,0.008000,0.001500,0.002571,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.116000,0.001667,0.000000,0.000000,0.000000,0.002593,0.003500,0.000000,0.000000,0.004000,0.002130,0.008000,0.001500,0.002538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001667,0.000000,0.000000,0.000000
1523128253.250000,0.029227,0.003111,0.000000,0.004000,0.003000,0.035263,0.003000,0.000000,0.051000,0.000000,0.069000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.054000,0.000000,0.000000,0.000000,0.002970,0.003111,0.000000,0.004000,0.003000,0.002833,0.003000,0.000000,0.002500,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002000,0.004000,0.000000,0.000000,0.000000
1523128253.300000,0.015578,0.004200,0.003000,0.007000,0.001500,0.018211,0.003500,0.000000,0.023200,0.000000,0.025750,0.000000,0.000000,0.000000,0.000000,0.000000,0.022500,0.000000,0.002000,0.000000,0.000000,0.029167,0.004200,0.003000,0.007000,0.001500,0.042714,0.003500,0.000000,0.062667,0.000000,0.032667,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000,0.002000,0.000000,0.000000
1523128253.350000,0.008000,0.007000,0.003000,0.010000,0.002500,0.006804,0.000000,0.000000,0.008667,0.000000,0.012333,0.000000,0.011333,0.000000,0.000000,0.000000,0.006333,0.008250,0.000000,0.000000,0.000000,0.013991,0.006800,0.003000,0.010000,0.002500,0.011768,0.000000,0.000000,0.014042,0.000000,0.025500,0.000000,0.008000,0.000000,0.000000,0.000000,0.015500,0.032500,0.000000,0.000000,0.000000
1523128253.400000,0.004233,0.004250,0.002000,0.004000,0.000000,0.003061,0.003000,0.009000,0.002870,0.000000,0.014333,0.000000,0.006500,0.000000,0.004000,0.000000,0.002600,0.005333,0.000000,0.000000,0.000000,0.005411,0.005000,0.002000,0.004000,0.000000,0.004086,0.003000,0.009000,0.002524,0.000000,0.014500,0.000000,0.008800,0.000000,0.004000,0.000000,0.002600,0.005750,0.000000,0.000000,0.000000
1523128253.450000,0.002667,0.003818,0.002500,0.004000,0.001500,0.002941,0.000000,0.002500,0.002357,0.000000,0.001667,0.000000,0.001000,0.000000,0.000000,0.000000,0.002800,0.000000,0.002000,0.000000,0.000000,0.002719,0.003900,0.002500,0.004000,0.001500,0.002842,0.000000,0.002500,0.003000,0.000000,0.001667,0.000000,0.001000,0.000000,0.000000,0.000000,0.001750,0.000000,0.002000,0.000000,0.000000
1523128253.500000,0.001818,0.003250,0.002000,0.000000,0.001500,0.002167,0.000000,0.000000,0.001333,0.000000,0.001333,0.000000,0.000000,0.002000,0.000000,0.000000,0.001667,0.000000,0.001000,0.000000,0.000000,0.001935,0.003200,0.002000,0.000000,0.001500,0.002182,0.000000,0.000000,0.001250,0.000000,0.001333,0.000000,0.000000,0.002000,0.000000,0.000000,0.002429,0.000000,0.001000,0.000000,0.000000
1523128253.550000,0.022079,0.003750,0.003000,0.004667,0.001750,0.001857,0.000000,0.000000,0.063250,0.000000,0.042333,0.000000,0.000000,0.003000,0.000000,0.000000,0.039286,0.000000,0.002000,0.000000,0.000000,0.002371,0.003750,0.003000,0.004000,0.001750,0.001875,0.000000,0.000000,0.002667,0.000000,0.002000,0.000000,0.000000,0.003000,0.000000,0.000000,0.002000,0.000000,0.002000,0.000000,0.000000
1523128253.600000,0.124800,0.080400,0.000000,0.102000,0.000000,0.164333,0.002000,0.191000,0.209667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003500,0.202000,0.004000,0.000000,0.000000,0.003636,0.003000,0.000000,0.005000,0.000000,0.004000,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003500,0.000000,0.004000,0.000000,0.000000
1523128253.650000,0.160417,0.161750,0.185000,0.000000,0.153000,0.152692,0.151500,0.185000,0.177000,0.000000,0.158667,0.000000,0.000000,0.180000,0.000000,0.000000,0.167750,0.172000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128253.700000,0.100150,0.114000,0.000000,0.092000,0.086000,0.096400,0.086000,0.000000,0.095500,0.000000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079000,0.117000,0.123000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128253.750000,0.035840,0.040700,0.025000,0.017000,0.023000,0.037857,0.000000,0.022000,0.035000,0.000000,0.014000,0.000000,0.000000,0.058000,0.000000,0.000000,0.000000,0.000000,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128253.800000,0.008778,0.008250,0.003000,0.000000,0.013333,0.005951,0.000000,0.021800,0.004222,0.000000,0.028222,0.000000,0.000000,0.000000,0.000000,0.000000,0.004000,0.033000,0.000000,0.000000,0.000000,0.064441,0.082000,0.099500,0.100250,0.065000,0.044010,0.138400,0.073333,0.052038,0.000000,0.097889,0.000000,0.000000,0.119000,0.000000,0.000000,0.145286,0.163667,0.076500,0.000000,0.000000
