date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,total_http_out_rs,SELECT_http_out_rs,INSERT_http_out_rs,UPDATE_http_out_rs,DELETE_http_out_rs
1523132153.000000,0.028368,0.028368,0.000000,0.000000,0.000000,0.019311,0.019311,0.000000,0.000000,0.000000
1523132153.050000,0.016972,0.016972,0.000000,0.000000,0.000000,0.012600,0.012600,0.000000,0.000000,0.000000
1523132153.100000,0.015917,0.015917,0.000000,0.000000,0.000000,0.029700,0.029700,0.000000,0.000000,0.000000
1523132153.150000,0.016887,0.016887,0.000000,0.000000,0.000000,0.018185,0.018185,0.000000,0.000000,0.000000
1523132153.200000,0.036302,0.036302,0.000000,0.000000,0.000000,0.014209,0.014209,0.000000,0.000000,0.000000
1523132153.250000,0.037966,0.037966,0.000000,0.000000,0.000000,0.015000,0.015000,0.000000,0.000000,0.000000
1523132153.300000,0.012027,0.012027,0.000000,0.000000,0.000000,0.009758,0.009758,0.000000,0.000000,0.000000
1523132153.350000,0.014677,0.014677,0.000000,0.000000,0.000000,0.039553,0.039553,0.000000,0.000000,0.000000
1523132153.400000,0.037950,0.037950,0.000000,0.000000,0.000000,0.034286,0.034286,0.000000,0.000000,0.000000
1523132153.450000,0.022706,0.022706,0.000000,0.000000,0.000000,0.041838,0.041838,0.000000,0.000000,0.000000
1523132153.500000,0.007400,0.007400,0.000000,0.000000,0.000000,0.023077,0.023077,0.000000,0.000000,0.000000
1523132153.550000,0.017833,0.017833,0.000000,0.000000,0.000000,0.007000,0.007000,0.000000,0.000000,0.000000
1523132153.600000,0.006579,0.006579,0.000000,0.000000,0.000000,0.015765,0.015765,0.000000,0.000000,0.000000
1523132153.650000,0.015345,0.015345,0.000000,0.000000,0.000000,0.010167,0.010167,0.000000,0.000000,0.000000
1523132153.700000,0.014593,0.014593,0.000000,0.000000,0.000000,0.011161,0.011161,0.000000,0.000000,0.000000
1523132153.750000,0.015065,0.015065,0.000000,0.000000,0.000000,0.021630,0.021630,0.000000,0.000000,0.000000
1523132153.800000,0.007021,0.007021,0.000000,0.000000,0.000000,0.008071,0.008071,0.000000,0.000000,0.000000
1523132153.850000,0.019562,0.019562,0.000000,0.000000,0.000000,0.009167,0.009167,0.000000,0.000000,0.000000
1523132153.900000,0.014605,0.014605,0.000000,0.000000,0.000000,0.006214,0.006214,0.000000,0.000000,0.000000
1523132153.950000,0.022778,0.022778,0.000000,0.000000,0.000000,0.017333,0.017333,0.000000,0.000000,0.000000
1523132154.000000,0.005712,0.005712,0.000000,0.000000,0.000000,0.018917,0.018917,0.000000,0.000000,0.000000
1523132154.050000,0.005167,0.005167,0.000000,0.000000,0.000000,0.005115,0.005115,0.000000,0.000000,0.000000
1523132154.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523132154.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523132154.200000,0.042296,0.042296,0.000000,0.000000,0.000000,0.006867,0.006867,0.000000,0.000000,0.000000
1523132154.250000,0.036455,0.036455,0.000000,0.000000,0.000000,0.025182,0.025182,0.000000,0.000000,0.000000
1523132154.300000,0.032036,0.032036,0.000000,0.000000,0.000000,0.017286,0.017286,0.000000,0.000000,0.000000
1523132154.350000,0.014704,0.014704,0.000000,0.000000,0.000000,0.033946,0.033946,0.000000,0.000000,0.000000
1523132154.400000,0.016946,0.016946,0.000000,0.000000,0.000000,0.029969,0.029969,0.000000,0.000000,0.000000
1523132154.450000,0.025052,0.025052,0.000000,0.000000,0.000000,0.022804,0.022804,0.000000,0.000000,0.000000
1523132154.500000,0.015712,0.015712,0.000000,0.000000,0.000000,0.022847,0.022847,0.000000,0.000000,0.000000
1523132154.550000,0.009600,0.009600,0.000000,0.000000,0.000000,0.014350,0.014350,0.000000,0.000000,0.000000
1523132154.600000,0.022692,0.022692,0.000000,0.000000,0.000000,0.010207,0.010207,0.000000,0.000000,0.000000
1523132154.650000,0.016977,0.016977,0.000000,0.000000,0.000000,0.004903,0.004903,0.000000,0.000000,0.000000
1523132154.700000,0.045433,0.045433,0.000000,0.000000,0.000000,0.026871,0.026871,0.000000,0.000000,0.000000
1523132154.750000,0.027860,0.027860,0.000000,0.000000,0.000000,0.014800,0.014800,0.000000,0.000000,0.000000
1523132154.800000,0.008344,0.008344,0.000000,0.000000,0.000000,0.030778,0.030778,0.000000,0.000000,0.000000
1523132154.850000,0.008111,0.008111,0.000000,0.000000,0.000000,0.026591,0.026591,0.000000,0.000000,0.000000
1523132154.900000,0.022700,0.022700,0.000000,0.000000,0.000000,0.009484,0.009484,0.000000,0.000000,0.000000
1523132154.950000,0.004545,0.004545,0.000000,0.000000,0.000000,0.019043,0.019043,0.000000,0.000000,0.000000
1523132155.000000,0.036736,0.036736,0.000000,0.000000,0.000000,0.021027,0.021027,0.000000,0.000000,0.000000
1523132155.050000,0.027469,0.027469,0.000000,0.000000,0.000000,0.033280,0.033280,0.000000,0.000000,0.000000
1523132155.100000,0.032359,0.032359,0.000000,0.000000,0.000000,0.023333,0.023333,0.000000,0.000000,0.000000
1523132155.150000,0.034130,0.034130,0.000000,0.000000,0.000000,0.019686,0.019686,0.000000,0.000000,0.000000
1523132155.200000,0.033457,0.033457,0.000000,0.000000,0.000000,0.026568,0.026568,0.000000,0.000000,0.000000
1523132155.250000,0.036906,0.036906,0.000000,0.000000,0.000000,0.032098,0.032098,0.000000,0.000000,0.000000
1523132155.300000,0.041548,0.041548,0.000000,0.000000,0.000000,0.042690,0.042690,0.000000,0.000000,0.000000
1523132155.350000,0.039073,0.039073,0.000000,0.000000,0.000000,0.046864,0.046864,0.000000,0.000000,0.000000
1523132155.400000,0.032741,0.032741,0.000000,0.000000,0.000000,0.045286,0.045286,0.000000,0.000000,0.000000
1523132155.450000,0.011842,0.011842,0.000000,0.000000,0.000000,0.040417,0.040417,0.000000,0.000000,0.000000
1523132155.500000,0.034969,0.034969,0.000000,0.000000,0.000000,0.022688,0.022688,0.000000,0.000000,0.000000
1523132155.550000,0.013364,0.013364,0.000000,0.000000,0.000000,0.014386,0.014386,0.000000,0.000000,0.000000
1523132155.600000,0.029482,0.029482,0.000000,0.000000,0.000000,0.022127,0.022127,0.000000,0.000000,0.000000
1523132155.650000,0.012462,0.012462,0.000000,0.000000,0.000000,0.010689,0.010689,0.000000,0.000000,0.000000
1523132155.700000,0.008484,0.008484,0.000000,0.000000,0.000000,0.009176,0.009176,0.000000,0.000000,0.000000
