date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523129704.000000,65,60,20,19,3,3,3,2,1,2,10,6,3,1,3,4,5,3,4,4,3,0,0,0,0,0,0,0,0,1,1,1,9,9,0,5,0,0,0,0,0,0
1523129704.050000,34,34,7,6,1,0,1,2,0,0,13,16,1,3,1,0,3,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0
1523129704.100000,52,60,11,12,0,1,0,0,4,3,12,13,1,1,1,4,3,7,6,6,6,3,0,0,0,0,0,0,1,0,0,0,7,8,0,2,0,0,0,0,0,0
1523129704.150000,62,60,17,17,2,2,5,4,4,3,13,10,2,1,3,2,4,5,4,4,3,7,0,0,0,0,1,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0
1523129704.200000,70,62,22,14,1,1,3,3,1,3,12,15,2,2,3,2,4,5,8,7,7,3,0,0,0,0,1,1,1,0,0,1,5,5,0,0,0,0,0,0,0,0
1523129704.250000,59,62,15,20,1,0,6,5,2,2,12,11,1,2,3,1,4,2,4,5,2,5,1,1,1,0,0,0,0,0,0,0,6,7,1,1,0,0,0,0,0,0
1523129704.300000,61,72,16,17,0,1,2,3,1,0,15,12,0,0,3,4,3,5,8,8,2,8,0,0,1,0,0,0,0,2,0,1,9,8,0,2,1,1,0,0,0,0
1523129704.350000,62,59,9,10,2,2,6,6,0,1,16,17,2,2,1,1,5,1,6,6,4,2,0,0,0,0,0,0,0,0,2,0,9,9,0,2,0,0,0,0,0,0
1523129704.400000,49,55,9,7,0,0,1,2,1,1,10,13,1,1,2,3,2,5,6,6,5,2,0,0,0,1,1,1,0,0,0,0,11,11,0,2,0,0,0,0,0,0
1523129704.450000,71,62,17,15,5,4,3,1,2,2,18,11,1,1,4,4,6,4,2,2,4,6,1,1,0,0,0,0,0,0,0,1,7,7,1,3,0,0,0,0,0,0
