date_time,total_http_start,total_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,UPDATE_http_start,UPDATE_http_end,DELETE_http_start,DELETE_http_end
1523134462.000000,16,15,16,15,0,0,0,0,0,0
1523134462.050000,47,46,47,46,0,0,0,0,0,0
1523134462.100000,13,15,13,15,0,0,0,0,0,0
1523134462.150000,39,33,39,33,0,0,0,0,0,0
1523134462.200000,45,51,45,51,0,0,0,0,0,0
1523134462.250000,17,15,17,15,0,0,0,0,0,0
1523134462.300000,37,32,37,32,0,0,0,0,0,0
1523134462.350000,81,79,81,79,0,0,0,0,0,0
1523134462.400000,79,75,79,75,0,0,0,0,0,0
1523134462.450000,72,64,72,64,0,0,0,0,0,0
1523134462.500000,84,85,84,85,0,0,0,0,0,0
1523134462.550000,95,89,95,89,0,0,0,0,0,0
1523134462.600000,102,80,102,80,0,0,0,0,0,0
1523134462.650000,104,97,104,97,0,0,0,0,0,0
1523134462.700000,96,85,96,85,0,0,0,0,0,0
1523134462.750000,42,97,42,97,0,0,0,0,0,0
1523134462.800000,54,65,54,65,0,0,0,0,0,0
1523134462.850000,25,24,25,24,0,0,0,0,0,0
1523134462.900000,13,14,13,14,0,0,0,0,0,0
1523134462.950000,49,47,49,47,0,0,0,0,0,0
1523134463.000000,154,67,154,67,0,0,0,0,0,0
1523134463.050000,93,91,93,91,0,0,0,0,0,0
1523134463.100000,79,81,79,81,0,0,0,0,0,0
1523134463.150000,87,87,87,87,0,0,0,0,0,0
1523134463.200000,66,65,66,65,0,0,0,0,0,0
1523134463.250000,93,97,93,97,0,0,0,0,0,0
1523134463.300000,74,75,74,75,0,0,0,0,0,0
1523134463.350000,52,59,52,59,0,0,0,0,0,0
1523134463.400000,56,62,56,62,0,0,0,0,0,0
1523134463.450000,49,58,49,58,0,0,0,0,0,0
1523134463.500000,48,61,48,61,0,0,0,0,0,0
1523134463.550000,56,60,56,60,0,0,0,0,0,0
1523134463.600000,40,49,40,49,0,0,0,0,0,0
1523134463.650000,35,45,35,45,0,0,0,0,0,0
1523134463.700000,39,55,39,55,0,0,0,0,0,0
1523134463.750000,31,42,31,42,0,0,0,0,0,0
1523134463.800000,7,7,7,7,0,0,0,0,0,0
1523134463.850000,15,15,15,15,0,0,0,0,0,0
1523134463.900000,0,0,0,0,0,0,0,0,0,0
1523134463.950000,1,1,1,1,0,0,0,0,0,0
1523134464.000000,0,0,0,0,0,0,0,0,0,0
1523134464.050000,0,0,0,0,0,0,0,0,0,0
1523134464.100000,6,6,6,6,0,0,0,0,0,0
1523134464.150000,0,0,0,0,0,0,0,0,0,0
1523134464.200000,0,0,0,0,0,0,0,0,0,0
1523134464.250000,0,0,0,0,0,0,0,0,0,0
1523134464.300000,0,0,0,0,0,0,0,0,0,0
1523134464.350000,0,0,0,0,0,0,0,0,0,0
1523134464.400000,0,0,0,0,0,0,0,0,0,0
1523134464.450000,0,0,0,0,0,0,0,0,0,0
1523134464.500000,10,10,10,10,0,0,0,0,0,0
1523134464.550000,5,5,5,5,0,0,0,0,0,0
1523134464.600000,16,16,16,16,0,0,0,0,0,0
1523134464.650000,2,2,2,2,0,0,0,0,0,0
1523134464.700000,11,10,11,10,0,0,0,0,0,0
1523134464.750000,37,36,37,36,0,0,0,0,0,0
1523134464.800000,29,31,29,31,0,0,0,0,0,0
1523134464.850000,1,1,1,1,0,0,0,0,0,0
1523134464.900000,18,18,18,18,0,0,0,0,0,0
1523134464.950000,19,19,19,19,0,0,0,0,0,0
1523134465.000000,43,41,43,41,0,0,0,0,0,0
1523134465.050000,79,79,79,79,0,0,0,0,0,0
1523134465.100000,27,28,27,28,0,0,0,0,0,0
1523134465.150000,64,61,64,61,0,0,0,0,0,0
1523134465.200000,22,26,22,26,0,0,0,0,0,0
1523134465.250000,16,16,16,16,0,0,0,0,0,0
1523134465.300000,0,0,0,0,0,0,0,0,0,0
1523134465.350000,23,22,23,22,0,0,0,0,0,0
1523134465.400000,12,13,12,13,0,0,0,0,0,0
1523134465.450000,2,1,2,1,0,0,0,0,0,0
1523134465.500000,15,16,15,16,0,0,0,0,0,0
1523134465.550000,3,3,3,3,0,0,0,0,0,0
1523134465.600000,0,0,0,0,0,0,0,0,0,0
1523134465.650000,0,0,0,0,0,0,0,0,0,0
1523134465.700000,2,2,2,2,0,0,0,0,0,0
1523134465.750000,5,5,5,5,0,0,0,0,0,0
1523134465.800000,3,3,3,3,0,0,0,0,0,0
1523134465.850000,26,22,26,22,0,0,0,0,0,0
1523134465.900000,101,92,101,92,0,0,0,0,0,0
1523134465.950000,79,81,79,81,0,0,0,0,0,0
1523134466.000000,32,43,32,43,0,0,0,0,0,0
1523134466.050000,0,0,0,0,0,0,0,0,0,0
1523134466.100000,8,7,8,7,0,0,0,0,0,0
1523134466.150000,2,3,2,3,0,0,0,0,0,0
1523134466.200000,0,0,0,0,0,0,0,0,0,0
1523134466.250000,0,0,0,0,0,0,0,0,0,0
1523134466.300000,0,0,0,0,0,0,0,0,0,0
1523134466.350000,0,0,0,0,0,0,0,0,0,0
1523134466.400000,0,0,0,0,0,0,0,0,0,0
1523134466.450000,0,0,0,0,0,0,0,0,0,0
1523134466.500000,0,0,0,0,0,0,0,0,0,0
1523134466.550000,0,0,0,0,0,0,0,0,0,0
1523134466.600000,5,5,5,5,0,0,0,0,0,0
1523134466.650000,2,2,2,2,0,0,0,0,0,0
1523134466.700000,19,19,19,19,0,0,0,0,0,0
1523134466.750000,1,1,1,1,0,0,0,0,0,0
1523134466.800000,37,33,37,33,0,0,0,0,0,0
1523134466.850000,20,24,20,24,0,0,0,0,0,0
1523134466.900000,0,0,0,0,0,0,0,0,0,0
1523134466.950000,16,16,16,16,0,0,0,0,0,0
1523134467.000000,37,37,37,37,0,0,0,0,0,0
1523134467.050000,38,37,38,37,0,0,0,0,0,0
1523134467.100000,79,75,79,75,0,0,0,0,0,0
1523134467.150000,80,80,80,80,0,0,0,0,0,0
1523134467.200000,74,73,74,73,0,0,0,0,0,0
1523134467.250000,59,62,59,62,0,0,0,0,0,0
1523134467.300000,63,66,63,66,0,0,0,0,0,0
1523134467.350000,1,1,1,1,0,0,0,0,0,0
1523134467.400000,0,0,0,0,0,0,0,0,0,0
1523134467.450000,0,0,0,0,0,0,0,0,0,0
1523134467.500000,0,0,0,0,0,0,0,0,0,0
1523134467.550000,0,0,0,0,0,0,0,0,0,0
1523134467.600000,0,0,0,0,0,0,0,0,0,0
1523134467.650000,0,0,0,0,0,0,0,0,0,0
1523134467.700000,0,0,0,0,0,0,0,0,0,0
1523134467.750000,0,0,0,0,0,0,0,0,0,0
1523134467.800000,11,10,11,10,0,0,0,0,0,0
