timestamp,pit
1523129519800,17006.23
1523129519850,45067.375
1523129519900,25502.2
1523129519950,50502.4
1523129520000,36854.2
1523129520050,15379.667
1523129520100,16591.883
1523129520150,100708.3
1523129520200,53866.047
1523129520250,46103.465
1523129520300,89157.92
1523129520350,43244.04
1523129520400,37292.3
1523129520450,73787.84
1523129520500,109732.11
1523129520650,94477.71
1523129520700,73735.07
1523129520750,88403.18
1523129520800,109845.44
1523129520850,113350.914
1523129520900,71731.68
1523129520950,109184.516
1523129521000,116304.53
1523129521050,74371.84
1523129521100,56248.836
1523129521150,76902.65
1523129521200,84807.6
1523129521250,91221.64
1523129521300,83644.945
1523129521350,55092.336
1523129521400,60739.65
1523129521450,85181.766
1523129521500,96246.79
1523129521550,74415.71
1523129521600,78843.88
1523129521650,57007.098
1523129521700,50309.445
1523129521750,97326.32
1523129521800,88975.14
1523129521850,76643.0
1523129521900,95797.16
1523129521950,106412.945
1523129522000,93109.88
1523129522050,73737.25
1523129522200,109856.0
1523129522250,37126.285
1523129522300,67758.22
1523129522350,59410.69
1523129522400,29509.168
1523129522450,68776.625
1523129522500,96149.55
1523129522550,68110.67
1523129522600,43841.152
1523129522650,36679.684
1523129522700,66158.21
1523129522750,81636.18
1523129522800,49511.914
1523129522850,43204.09
1523129522900,59388.72
1523129522950,64906.145
1523129523000,42781.25
1523129523050,35360.543
1523129523100,45899.855
1523129523150,23423.25
1523129523200,11228.333
1523129523500,3698.0
1523129523550,17435.666
1523129523600,24607.227
1523129523650,25086.785
1523129523700,33217.668
1523129523750,40106.145
1523129523800,42304.68
1523129523850,58816.832
1523129523900,47683.16
1523129523950,56149.75
1523129524000,61641.184
1523129524050,30124.105
1523129524100,44729.6
1523129524200,17409.0
1523129524300,23722.5
1523129524350,215321.0
1523129524450,18156.0
1523129524550,26213.0
1523129524600,27646.0
1523129524700,16882.0
1523129524850,9509.0
1523129524950,106458.0
1523129525000,9287.0
1523129525050,3908.0
1523129525100,23940.666
1523129525200,28489.0
1523129525250,8403.0
1523129525300,66071.0
1523129525350,10368.0
1523129525400,16891.0
1523129525550,111051.0
1523129525600,59073.332
1523129525650,6356.0
1523129525800,32561.5
1523129525900,37742.0
1523129525950,64481.0
1523129526000,55421.0
1523129526050,7866.0
1523129526100,12216.5
1523129526150,27211.0
1523129526250,5453.0
1523129526300,67996.0
1523129526350,33614.0
1523129526400,6436.0
1523129526450,34879.0
1523129526500,7815.0
1523129526550,7283.5
1523129526600,14481.5
1523129526700,19581.5
1523129526750,9821.0
1523129526800,31723.0
1523129526850,13350.333
1523129526900,44605.0
1523129526950,23585.0
1523129527000,31926.334
1523129527050,31385.0
1523129527100,96278.664
1523129527150,31043.0
1523129527200,12909.0
1523129527300,109477.5
1523129527350,9466.5
1523129527400,33065.75
1523129527450,64894.75
1523129527500,13296.0
1523129527550,24421.2
1523129527600,23919.334
1523129527650,23669.2
1523129527700,212118.0
1523129527750,1111.0
1523129527800,21585.0
1523129527850,36506.0
1523129527900,40043.8
1523129527950,68171.5
1523129528000,42234.168
1523129528050,29852.334
1523129528100,4890.0
1523129528150,55051.332
1523129528200,49851.0
1523129528250,32278.666
1523129528300,2782.0
1523129528400,13550.0
1523129528450,80162.0
1523129528500,18204.0
1523129528550,11340.0
1523129528600,17955.0
1523129528650,17970.0
1523129528700,38189.145
1523129528750,39443.0
1523129528800,16602.75
1523129528850,2431.0
1523129528900,52600.6
1523129529000,18099.666
1523129529050,26211.25
1523129529100,17291.666
1523129529150,13706.0
1523129529200,17244.0
1523129529250,16866.0
1523129529300,16226.0
1523129529400,24527.143
1523129529450,26919.0
1523129529500,25648.0
1523129529550,6747.5
1523129529600,21883.0
1523129529650,3841.0
1523129529700,52380.2
1523129529750,66193.336
1523129529800,16670.0
1523129529850,9809.0
1523129529900,28489.2
1523129529950,13987.8
1523129530000,24635.0
1523129530150,14824.0
1523129530250,5896.0
1523129530300,14419.333
1523129530350,10568.667
1523129530400,12966.25
1523129530450,3125.0
1523129530500,5605.0
1523129530550,5593.0
1523129530600,24195.0
1523129530650,7943.5
1523129530700,29409.166
1523129530750,23946.0
1523129530800,11264.4
1523129530850,19609.0
1523129530900,24218.0
1523129530950,66818.0
1523129531000,9931.667
1523129531050,6550.5
1523129531100,18186.25
1523129531150,18854.0
1523129531200,39563.0
1523129531250,23636.334
1523129531300,16122.25
1523129531350,7075.0
1523129531400,30201.0
1523129531450,39372.43
1523129531500,2344.0
1523129531550,51593.0
1523129531600,52043.0
1523129531650,27101.375
1523129531700,24232.0
1523129531750,14416.75
1523129531800,4499.6665
1523129531850,19107.0
1523129531900,79514.336
1523129531950,34017.0
1523129532000,25418.5
1523129532050,40720.4
1523129532100,9191.0
1523129532150,41420.0
1523129532200,33298.0
1523129532250,21162.8
1523129532300,34649.0
1523129532350,20819.889
1523129532400,95493.0
1523129532450,44721.625
1523129532500,10456.8
1523129532550,18668.166
1523129532600,37803.0
1523129532650,28916.572
1523129532700,6820.6665
1523129532750,10872.625
1523129532800,23383.0
1523129532850,17812.0
1523129532900,7447.6
1523129532950,7708.8
1523129533000,17792.334
1523129533050,20185.0
1523129533100,62753.0
1523129533150,4095.75
1523129533200,48873.2
1523129533250,33840.25
1523129533300,11647.167
1523129533350,7046.3335
1523129533400,2843.0
1523129533450,29001.0
1523129533500,11537.8
1523129533550,18553.75
1523129533600,6516.0
1523129533650,32760.0
1523129533700,48425.5
1523129533750,2070.0
1523129533800,9529.8
1523129533850,32682.0
1523129533900,18960.6
1523129534000,23219.334
1523129534050,3935.6667
1523129534100,20991.5
1523129534150,24376.25
1523129534200,40081.0
1523129534250,18502.5
1523129534300,10681.6
1523129534350,32610.666
1523129534400,7874.4
1523129534450,23993.334
1523129534500,125892.664
1523129534550,33445.0
1523129534600,12110.2
1523129534650,3629.6667
1523129534700,34890.0
