date_time,total_http_start,total_http_end,SELECT_http_start,SELECT_http_end,INSERT_http_start,INSERT_http_end,UPDATE_http_start,UPDATE_http_end,DELETE_http_start,DELETE_http_end
1523127543.000000,67,67,67,67,0,0,0,0,0,0
1523127543.050000,45,46,45,46,0,0,0,0,0,0
1523127543.100000,129,128,129,128,0,0,0,0,0,0
1523127543.150000,85,85,85,85,0,0,0,0,0,0
1523127543.200000,65,67,65,67,0,0,0,0,0,0
1523127543.250000,89,87,89,87,0,0,0,0,0,0
1523127543.300000,78,78,78,78,0,0,0,0,0,0
1523127543.350000,80,80,80,80,0,0,0,0,0,0
1523127543.400000,87,87,87,87,0,0,0,0,0,0
1523127543.450000,71,71,71,71,0,0,0,0,0,0
1523127543.500000,82,82,82,82,0,0,0,0,0,0
1523127543.550000,77,77,77,77,0,0,0,0,0,0
1523127543.600000,82,82,82,82,0,0,0,0,0,0
1523127543.650000,60,61,60,61,0,0,0,0,0,0
1523127543.700000,105,103,105,103,0,0,0,0,0,0
1523127543.750000,92,93,92,93,0,0,0,0,0,0
1523127543.800000,97,97,97,97,0,0,0,0,0,0
1523127543.850000,74,74,74,74,0,0,0,0,0,0
1523127543.900000,88,88,88,88,0,0,0,0,0,0
1523127543.950000,89,89,89,89,0,0,0,0,0,0
1523127544.000000,88,87,88,87,0,0,0,0,0,0
1523127544.050000,66,67,66,67,0,0,0,0,0,0
1523127544.100000,90,89,90,89,0,0,0,0,0,0
1523127544.150000,90,90,90,90,0,0,0,0,0,0
1523127544.200000,83,84,83,84,0,0,0,0,0,0
1523127544.250000,83,83,83,83,0,0,0,0,0,0
1523127544.300000,69,69,69,69,0,0,0,0,0,0
1523127544.350000,90,90,90,90,0,0,0,0,0,0
1523127544.400000,76,76,76,76,0,0,0,0,0,0
1523127544.450000,78,79,78,79,0,0,0,0,0,0
1523127544.500000,77,75,77,75,0,0,0,0,0,0
1523127544.550000,72,73,72,73,0,0,0,0,0,0
1523127544.600000,78,79,78,79,0,0,0,0,0,0
1523127544.650000,86,85,86,85,0,0,0,0,0,0
1523127544.700000,96,96,96,96,0,0,0,0,0,0
1523127544.750000,78,78,78,78,0,0,0,0,0,0
1523127544.800000,84,84,84,84,0,0,0,0,0,0
1523127544.850000,80,80,80,80,0,0,0,0,0,0
1523127544.900000,44,45,44,45,0,0,0,0,0,0
1523127544.950000,93,92,93,92,0,0,0,0,0,0
1523127545.000000,96,95,96,95,0,0,0,0,0,0
1523127545.050000,66,67,66,67,0,0,0,0,0,0
1523127545.100000,115,115,115,115,0,0,0,0,0,0
1523127545.150000,84,83,84,83,0,0,0,0,0,0
1523127545.200000,78,79,78,79,0,0,0,0,0,0
1523127545.250000,84,84,84,84,0,0,0,0,0,0
1523127545.300000,71,72,71,72,0,0,0,0,0,0
1523127545.350000,80,79,80,79,0,0,0,0,0,0
1523127545.400000,88,88,88,88,0,0,0,0,0,0
1523127545.450000,79,78,79,78,0,0,0,0,0,0
1523127545.500000,83,84,83,84,0,0,0,0,0,0
1523127545.550000,87,87,87,87,0,0,0,0,0,0
1523127545.600000,75,75,75,75,0,0,0,0,0,0
1523127545.650000,86,86,86,86,0,0,0,0,0,0
1523127545.700000,77,77,77,77,0,0,0,0,0,0
1523127545.750000,78,77,78,77,0,0,0,0,0,0
1523127545.800000,74,75,74,75,0,0,0,0,0,0
1523127545.850000,87,86,87,86,0,0,0,0,0,0
1523127545.900000,88,89,88,89,0,0,0,0,0,0
1523127545.950000,83,83,83,83,0,0,0,0,0,0
1523127546.000000,87,88,87,88,0,0,0,0,0,0
1523127546.050000,77,76,77,76,0,0,0,0,0,0
1523127546.100000,91,90,91,90,0,0,0,0,0,0
1523127546.150000,96,97,96,97,0,0,0,0,0,0
1523127546.200000,82,82,82,82,0,0,0,0,0,0
1523127546.250000,82,83,82,83,0,0,0,0,0,0
1523127546.300000,93,92,93,92,0,0,0,0,0,0
1523127546.350000,85,85,85,85,0,0,0,0,0,0
1523127546.400000,87,87,87,87,0,0,0,0,0,0
1523127546.450000,63,64,63,64,0,0,0,0,0,0
1523127546.500000,91,90,91,90,0,0,0,0,0,0
1523127546.550000,92,93,92,93,0,0,0,0,0,0
1523127546.600000,84,83,84,83,0,0,0,0,0,0
1523127546.650000,68,68,68,68,0,0,0,0,0,0
1523127546.700000,78,78,78,78,0,0,0,0,0,0
1523127546.750000,89,90,89,90,0,0,0,0,0,0
1523127546.800000,79,79,79,79,0,0,0,0,0,0
1523127546.850000,66,65,66,65,0,0,0,0,0,0
1523127546.900000,68,68,68,68,0,0,0,0,0,0
1523127546.950000,36,69,36,69,0,0,0,0,0,0
1523127547.000000,132,100,132,100,0,0,0,0,0,0
1523127547.050000,82,80,82,80,0,0,0,0,0,0
1523127547.100000,83,86,83,86,0,0,0,0,0,0
1523127547.150000,82,80,82,80,0,0,0,0,0,0
1523127547.200000,88,88,88,88,0,0,0,0,0,0
1523127547.250000,79,78,79,78,0,0,0,0,0,0
1523127547.300000,76,77,76,77,0,0,0,0,0,0
1523127547.350000,88,88,88,88,0,0,0,0,0,0
1523127547.400000,77,77,77,77,0,0,0,0,0,0
1523127547.450000,65,66,65,66,0,0,0,0,0,0
1523127547.500000,84,83,84,83,0,0,0,0,0,0
1523127547.550000,60,60,60,60,0,0,0,0,0,0
1523127547.600000,73,73,73,73,0,0,0,0,0,0
1523127547.650000,72,72,72,72,0,0,0,0,0,0
1523127547.700000,77,77,77,77,0,0,0,0,0,0
1523127547.750000,75,75,75,75,0,0,0,0,0,0
1523127547.800000,74,74,74,74,0,0,0,0,0,0
1523127547.850000,56,56,56,56,0,0,0,0,0,0
1523127547.900000,76,75,76,75,0,0,0,0,0,0
1523127547.950000,81,81,81,81,0,0,0,0,0,0
1523127548.000000,78,79,78,79,0,0,0,0,0,0
1523127548.050000,77,76,77,76,0,0,0,0,0,0
1523127548.100000,77,78,77,78,0,0,0,0,0,0
1523127548.150000,85,86,85,86,0,0,0,0,0,0
1523127548.200000,71,69,71,69,0,0,0,0,0,0
1523127548.250000,99,100,99,100,0,0,0,0,0,0
1523127548.300000,86,87,86,87,0,0,0,0,0,0
1523127548.350000,87,86,87,86,0,0,0,0,0,0
1523127548.400000,82,85,82,85,0,0,0,0,0,0
1523127548.450000,84,81,84,81,0,0,0,0,0,0
1523127548.500000,84,84,84,84,0,0,0,0,0,0
1523127548.550000,47,74,47,74,0,0,0,0,0,0
1523127548.600000,0,63,0,63,0,0,0,0,0,0
1523127548.650000,0,0,0,0,0,0,0,0,0,0
1523127548.700000,0,0,0,0,0,0,0,0,0,0
