date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,http_total_longReq,http_adjustLoad
1523127543.000000,89.819985,89.819985,0.000000,0.000000,0.000000,0.000000,89.819985
1523127543.050000,89.420009,89.420009,0.000000,0.000000,0.000000,0.000000,89.420009
1523127543.100000,78.760015,78.760015,0.000000,0.000000,0.000000,0.000000,78.760015
1523127543.150000,89.639999,89.639999,0.000000,0.000000,0.000000,0.000000,89.639999
1523127543.200000,89.660000,89.660000,0.000000,0.000000,0.000000,0.000000,89.660000
1523127543.250000,89.559995,89.559995,0.000000,0.000000,0.000000,0.000000,89.559995
1523127543.300000,89.760012,89.760012,0.000000,0.000000,0.000000,0.000000,89.760012
1523127543.350000,89.719996,89.719996,0.000000,0.000000,0.000000,0.000000,89.719996
1523127543.400000,89.560007,89.560007,0.000000,0.000000,0.000000,0.000000,89.560007
1523127543.450000,89.599992,89.599992,0.000000,0.000000,0.000000,0.000000,89.599992
1523127543.500000,89.900028,89.900028,0.000000,0.000000,0.000000,0.000000,89.900028
1523127543.550000,89.659988,89.659988,0.000000,0.000000,0.000000,0.000000,89.659988
1523127543.600000,89.759994,89.759994,0.000000,0.000000,0.000000,0.000000,89.759994
1523127543.650000,89.719999,89.719999,0.000000,0.000000,0.000000,0.000000,89.719999
1523127543.700000,89.339988,89.339988,0.000000,0.000000,0.000000,0.000000,89.339988
1523127543.750000,89.519953,89.519953,0.000000,0.000000,0.000000,0.000000,89.519953
1523127543.800000,89.620002,89.620002,0.000000,0.000000,0.000000,0.000000,89.620002
1523127543.850000,89.659990,89.659990,0.000000,0.000000,0.000000,0.000000,89.659990
1523127543.900000,89.780022,89.780022,0.000000,0.000000,0.000000,0.000000,89.780022
1523127543.950000,89.579974,89.579974,0.000000,0.000000,0.000000,0.000000,89.579974
1523127544.000000,89.700033,89.700033,0.000000,0.000000,0.000000,0.000000,89.700033
1523127544.050000,89.820007,89.820007,0.000000,0.000000,0.000000,0.000000,89.820007
1523127544.100000,89.560010,89.560010,0.000000,0.000000,0.000000,0.000000,89.560010
1523127544.150000,89.720028,89.720028,0.000000,0.000000,0.000000,0.000000,89.720028
1523127544.200000,89.539997,89.539997,0.000000,0.000000,0.000000,0.000000,89.539997
1523127544.250000,89.560009,89.560009,0.000000,0.000000,0.000000,0.000000,89.560009
1523127544.300000,89.799985,89.799985,0.000000,0.000000,0.000000,0.000000,89.799985
1523127544.350000,89.639982,89.639982,0.000000,0.000000,0.000000,0.000000,89.639982
1523127544.400000,89.559995,89.559995,0.000000,0.000000,0.000000,0.000000,89.559995
1523127544.450000,89.579996,89.579996,0.000000,0.000000,0.000000,0.000000,89.579996
1523127544.500000,89.859989,89.859989,0.000000,0.000000,0.000000,0.000000,89.859989
1523127544.550000,89.860007,89.860007,0.000000,0.000000,0.000000,0.000000,89.860007
1523127544.600000,89.520003,89.520003,0.000000,0.000000,0.000000,0.000000,89.520003
1523127544.650000,89.220014,89.220014,0.000000,0.000000,0.000000,0.000000,89.220014
1523127544.700000,89.479993,89.479993,0.000000,0.000000,0.000000,0.000000,89.479993
1523127544.750000,89.759988,89.759988,0.000000,0.000000,0.000000,0.000000,89.759988
1523127544.800000,89.600024,89.600024,0.000000,0.000000,0.000000,0.000000,89.600024
1523127544.850000,89.639977,89.639977,0.000000,0.000000,0.000000,0.000000,89.639977
1523127544.900000,89.879995,89.879995,0.000000,0.000000,0.000000,0.000000,89.879995
1523127544.950000,89.439988,89.439988,0.000000,0.000000,0.000000,0.000000,89.439988
1523127545.000000,89.539986,89.539986,0.000000,0.000000,0.000000,0.000000,89.539986
1523127545.050000,89.700024,89.700024,0.000000,0.000000,0.000000,0.000000,89.700024
1523127545.100000,85.859967,85.859967,0.000000,0.000000,0.000000,0.000000,85.859967
1523127545.150000,89.759991,89.759991,0.000000,0.000000,0.000000,0.000000,89.759991
1523127545.200000,89.600022,89.600022,0.000000,0.000000,0.000000,0.000000,89.600022
1523127545.250000,89.300007,89.300007,0.000000,0.000000,0.000000,0.000000,89.300007
1523127545.300000,89.819995,89.819995,0.000000,0.000000,0.000000,0.000000,89.819995
1523127545.350000,89.579998,89.579998,0.000000,0.000000,0.000000,0.000000,89.579998
1523127545.400000,89.720017,89.720017,0.000000,0.000000,0.000000,0.000000,89.720017
1523127545.450000,89.779997,89.779997,0.000000,0.000000,0.000000,0.000000,89.779997
1523127545.500000,89.619990,89.619990,0.000000,0.000000,0.000000,0.000000,89.619990
1523127545.550000,89.759996,89.759996,0.000000,0.000000,0.000000,0.000000,89.759996
1523127545.600000,89.600031,89.600031,0.000000,0.000000,0.000000,0.000000,89.600031
1523127545.650000,89.639985,89.639985,0.000000,0.000000,0.000000,0.000000,89.639985
1523127545.700000,89.819976,89.819976,0.000000,0.000000,0.000000,0.000000,89.819976
1523127545.750000,89.680011,89.680011,0.000000,0.000000,0.000000,0.000000,89.680011
1523127545.800000,89.740044,89.740044,0.000000,0.000000,0.000000,0.000000,89.740044
1523127545.850000,89.519985,89.519985,0.000000,0.000000,0.000000,0.000000,89.519985
1523127545.900000,89.860000,89.860000,0.000000,0.000000,0.000000,0.000000,89.860000
1523127545.950000,89.499985,89.499985,0.000000,0.000000,0.000000,0.000000,89.499985
1523127546.000000,89.600000,89.600000,0.000000,0.000000,0.000000,0.000000,89.600000
1523127546.050000,89.720009,89.720009,0.000000,0.000000,0.000000,0.000000,89.720009
1523127546.100000,89.500007,89.500007,0.000000,0.000000,0.000000,0.000000,89.500007
1523127546.150000,89.619983,89.619983,0.000000,0.000000,0.000000,0.000000,89.619983
1523127546.200000,89.880004,89.880004,0.000000,0.000000,0.000000,0.000000,89.880004
1523127546.250000,89.360006,89.360006,0.000000,0.000000,0.000000,0.000000,89.360006
1523127546.300000,89.740024,89.740024,0.000000,0.000000,0.000000,0.000000,89.740024
1523127546.350000,89.680003,89.680003,0.000000,0.000000,0.000000,0.000000,89.680003
1523127546.400000,89.680016,89.680016,0.000000,0.000000,0.000000,0.000000,89.680016
1523127546.450000,89.639982,89.639982,0.000000,0.000000,0.000000,0.000000,89.639982
1523127546.500000,89.600003,89.600003,0.000000,0.000000,0.000000,0.000000,89.600003
1523127546.550000,89.659970,89.659970,0.000000,0.000000,0.000000,0.000000,89.659970
1523127546.600000,89.819974,89.819974,0.000000,0.000000,0.000000,0.000000,89.819974
1523127546.650000,89.820010,89.820010,0.000000,0.000000,0.000000,0.000000,89.820010
1523127546.700000,89.640005,89.640005,0.000000,0.000000,0.000000,0.000000,89.640005
1523127546.750000,89.539980,89.539980,0.000000,0.000000,0.000000,0.000000,89.539980
1523127546.800000,89.740005,89.740005,0.000000,0.000000,0.000000,0.000000,89.740005
1523127546.850000,89.899995,89.899995,0.000000,0.000000,0.000000,0.000000,89.899995
1523127546.900000,89.780018,89.780018,0.000000,0.000000,0.000000,0.000000,89.780018
1523127546.950000,88.199989,88.199989,0.000000,0.000000,0.000000,0.000000,88.199989
1523127547.000000,65.759986,65.759986,0.000000,0.000000,0.000000,0.000000,65.759986
1523127547.050000,89.940005,89.940005,0.000000,0.000000,0.000000,0.000000,89.940005
1523127547.100000,89.660020,89.660020,0.000000,0.000000,0.000000,0.000000,89.660020
1523127547.150000,89.960000,89.960000,0.000000,0.000000,0.000000,0.000000,89.960000
1523127547.200000,89.539999,89.539999,0.000000,0.000000,0.000000,0.000000,89.539999
1523127547.250000,89.460015,89.460015,0.000000,0.000000,0.000000,0.000000,89.460015
1523127547.300000,89.779995,89.779995,0.000000,0.000000,0.000000,0.000000,89.779995
1523127547.350000,89.400021,89.400021,0.000000,0.000000,0.000000,0.000000,89.400021
1523127547.400000,89.580009,89.580009,0.000000,0.000000,0.000000,0.000000,89.580009
1523127547.450000,89.659997,89.659997,0.000000,0.000000,0.000000,0.000000,89.659997
1523127547.500000,89.939986,89.939986,0.000000,0.000000,0.000000,0.000000,89.939986
1523127547.550000,89.699990,89.699990,0.000000,0.000000,0.000000,0.000000,89.699990
1523127547.600000,89.680005,89.680005,0.000000,0.000000,0.000000,0.000000,89.680005
1523127547.650000,89.899986,89.899986,0.000000,0.000000,0.000000,0.000000,89.899986
1523127547.700000,89.840005,89.840005,0.000000,0.000000,0.000000,0.000000,89.840005
1523127547.750000,89.739983,89.739983,0.000000,0.000000,0.000000,0.000000,89.739983
1523127547.800000,89.639997,89.639997,0.000000,0.000000,0.000000,0.000000,89.639997
1523127547.850000,89.760017,89.760017,0.000000,0.000000,0.000000,0.000000,89.760017
1523127547.900000,89.820055,89.820055,0.000000,0.000000,0.000000,0.000000,89.820055
1523127547.950000,89.579994,89.579994,0.000000,0.000000,0.000000,0.000000,89.579994
1523127548.000000,89.700011,89.700011,0.000000,0.000000,0.000000,0.000000,89.700011
1523127548.050000,89.720008,89.720008,0.000000,0.000000,0.000000,0.000000,89.720008
1523127548.100000,89.739987,89.739987,0.000000,0.000000,0.000000,0.000000,89.739987
1523127548.150000,89.759980,89.759980,0.000000,0.000000,0.000000,0.000000,89.759980
1523127548.200000,89.759981,89.759981,0.000000,0.000000,0.000000,0.000000,89.759981
1523127548.250000,86.740022,86.740022,0.000000,0.000000,0.000000,0.000000,86.740022
1523127548.300000,89.580001,89.580001,0.000000,0.000000,0.000000,0.000000,89.580001
1523127548.350000,88.719969,88.719969,0.000000,0.000000,0.000000,0.000000,88.719969
1523127548.400000,89.519987,89.519987,0.000000,0.000000,0.000000,0.000000,89.519987
1523127548.450000,89.620005,89.620005,0.000000,0.000000,0.000000,0.000000,89.620005
1523127548.500000,89.520006,89.520006,0.000000,0.000000,0.000000,0.000000,89.520006
1523127548.550000,85.480007,85.480007,0.000000,0.000000,0.000000,0.000000,85.480007
1523127548.600000,22.599945,22.599945,0.000000,0.000000,0.000000,0.000000,22.599945
1523127548.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523127548.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523127548.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523127548.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523127548.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523127548.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523127548.950000,43.619986,43.619986,0.000000,0.000000,0.000000,0.000000,43.619986
1523127549.000000,89.040036,89.040036,0.000000,0.000000,0.000000,0.000000,89.040036
1523127549.050000,89.060012,89.060012,0.000000,0.000000,0.000000,0.000000,89.060012
1523127549.100000,89.759987,89.759987,0.000000,0.000000,0.000000,0.000000,89.759987
1523127549.150000,88.760007,88.760007,0.000000,0.000000,0.000000,0.000000,88.760007
1523127549.200000,89.739989,89.739989,0.000000,0.000000,0.000000,0.000000,89.739989
1523127549.250000,87.840012,87.840012,0.000000,0.000000,0.000000,0.000000,87.840012
1523127549.300000,89.819987,89.819987,0.000000,0.000000,0.000000,0.000000,89.819987
1523127549.350000,89.580027,89.580027,0.000000,0.000000,0.000000,0.000000,89.580027
1523127549.400000,89.620010,89.620010,0.000000,0.000000,0.000000,0.000000,89.620010
1523127549.450000,89.839983,89.839983,0.000000,0.000000,0.000000,0.000000,89.839983
1523127549.500000,89.460032,89.460032,0.000000,0.000000,0.000000,0.000000,89.460032
1523127549.550000,89.639989,89.639989,0.000000,0.000000,0.000000,0.000000,89.639989
1523127549.600000,89.680001,89.680001,0.000000,0.000000,0.000000,0.000000,89.680001
1523127549.650000,89.679998,89.679998,0.000000,0.000000,0.000000,0.000000,89.679998
1523127549.700000,89.660020,89.660020,0.000000,0.000000,0.000000,0.000000,89.660020
1523127549.750000,89.759987,89.759987,0.000000,0.000000,0.000000,0.000000,89.759987
1523127549.800000,89.879999,89.879999,0.000000,0.000000,0.000000,0.000000,89.879999
1523127549.850000,89.480003,89.480003,0.000000,0.000000,0.000000,0.000000,89.480003
1523127549.900000,89.639987,89.639987,0.000000,0.000000,0.000000,0.000000,89.639987
1523127549.950000,89.759995,89.759995,0.000000,0.000000,0.000000,0.000000,89.759995
1523127550.000000,89.599998,89.599998,0.000000,0.000000,0.000000,0.000000,89.599998
1523127550.050000,89.660007,89.660007,0.000000,0.000000,0.000000,0.000000,89.660007
1523127550.100000,89.739993,89.739993,0.000000,0.000000,0.000000,0.000000,89.739993
1523127550.150000,89.920013,89.920013,0.000000,0.000000,0.000000,0.000000,89.920013
1523127550.200000,89.719999,89.719999,0.000000,0.000000,0.000000,0.000000,89.719999
1523127550.250000,89.300015,89.300015,0.000000,0.000000,0.000000,0.000000,89.300015
1523127550.300000,89.720010,89.720010,0.000000,0.000000,0.000000,0.000000,89.720010
1523127550.350000,89.460003,89.460003,0.000000,0.000000,0.000000,0.000000,89.460003
1523127550.400000,89.739994,89.739994,0.000000,0.000000,0.000000,0.000000,89.739994
1523127550.450000,89.379974,89.379974,0.000000,0.000000,0.000000,0.000000,89.379974
1523127550.500000,89.400000,89.400000,0.000000,0.000000,0.000000,0.000000,89.400000
1523127550.550000,89.640010,89.640010,0.000000,0.000000,0.000000,0.000000,89.640010
1523127550.600000,89.900015,89.900015,0.000000,0.000000,0.000000,0.000000,89.900015
1523127550.650000,89.319951,89.319951,0.000000,0.000000,0.000000,0.000000,89.319951
1523127550.700000,89.660007,89.660007,0.000000,0.000000,0.000000,0.000000,89.660007
1523127550.750000,89.620033,89.620033,0.000000,0.000000,0.000000,0.000000,89.620033
1523127550.800000,89.839998,89.839998,0.000000,0.000000,0.000000,0.000000,89.839998
1523127550.850000,89.339990,89.339990,0.000000,0.000000,0.000000,0.000000,89.339990
1523127550.900000,89.419997,89.419997,0.000000,0.000000,0.000000,0.000000,89.419997
1523127550.950000,88.000022,88.000022,0.000000,0.000000,0.000000,0.000000,88.000022
1523127551.000000,89.859999,89.859999,0.000000,0.000000,0.000000,0.000000,89.859999
1523127551.050000,89.559999,89.559999,0.000000,0.000000,0.000000,0.000000,89.559999
1523127551.100000,89.719995,89.719995,0.000000,0.000000,0.000000,0.000000,89.719995
1523127551.150000,89.720012,89.720012,0.000000,0.000000,0.000000,0.000000,89.720012
1523127551.200000,89.499997,89.499997,0.000000,0.000000,0.000000,0.000000,89.499997
1523127551.250000,89.799983,89.799983,0.000000,0.000000,0.000000,0.000000,89.799983
1523127551.300000,89.520003,89.520003,0.000000,0.000000,0.000000,0.000000,89.520003
1523127551.350000,89.599998,89.599998,0.000000,0.000000,0.000000,0.000000,89.599998
1523127551.400000,89.739996,89.739996,0.000000,0.000000,0.000000,0.000000,89.739996
1523127551.450000,89.479995,89.479995,0.000000,0.000000,0.000000,0.000000,89.479995
1523127551.500000,89.880020,89.880020,0.000000,0.000000,0.000000,0.000000,89.880020
1523127551.550000,89.640005,89.640005,0.000000,0.000000,0.000000,0.000000,89.640005
1523127551.600000,89.760008,89.760008,0.000000,0.000000,0.000000,0.000000,89.760008
1523127551.650000,89.659994,89.659994,0.000000,0.000000,0.000000,0.000000,89.659994
1523127551.700000,89.560034,89.560034,0.000000,0.000000,0.000000,0.000000,89.560034
1523127551.750000,89.880006,89.880006,0.000000,0.000000,0.000000,0.000000,89.880006
1523127551.800000,89.360015,89.360015,0.000000,0.000000,0.000000,0.000000,89.360015
