date_time,total_http,StoriesOfTheDay_http,BrowseCategories_http,BrowseStoriesByCategory_http,OlderStories_http,ViewStory_http,SubmitStory_http,StoreStory_http,ViewComment_http,PostComment_http,StoreComment_http,ModerateComment_http,StoreModeratorLog_http,ReviewStories_http,AcceptStory_http,RejectStory_http,Search_http,RegisterUser_http,Author_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,SubmitStory_http_out_rs,StoreStory_http_out_rs,ViewComment_http_out_rs,PostComment_http_out_rs,StoreComment_http_out_rs,ModerateComment_http_out_rs,StoreModeratorLog_http_out_rs,ReviewStories_http_out_rs,AcceptStory_http_out_rs,RejectStory_http_out_rs,Search_http_out_rs,RegisterUser_http_out_rs,Author_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523129704.000000,0.051151,0.005938,0.003000,0.005667,0.007000,0.017816,0.002500,0.224833,0.026200,0.000000,0.449667,0.000000,0.000000,0.000000,0.000000,0.225500,0.022500,0.088400,0.000000,0.000000,0.000000,0.046961,0.008500,0.003000,0.006500,0.007000,0.003370,0.002500,0.002333,0.006833,0.000000,0.470000,0.000000,0.000000,0.000000,0.461000,0.003000,0.008667,0.198000,0.000000,0.000000,0.000000
1523129704.050000,0.024817,0.005000,0.003000,0.000000,0.002000,0.004561,0.003000,0.210000,0.005588,0.000000,0.317000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003125,0.000000,0.000000,0.000000,0.000000,0.040444,0.005000,0.003000,0.004000,0.002000,0.013192,0.003000,0.320000,0.015350,0.000000,0.359000,0.000000,0.484000,0.000000,0.000000,0.000000,0.010875,0.000000,0.000000,0.000000,0.000000
1523129704.100000,0.048788,0.004333,0.003000,0.000000,0.002333,0.003289,0.004000,0.218000,0.003294,0.000000,0.269937,0.000000,0.000000,0.000000,0.217500,0.000000,0.004000,0.004667,0.000000,0.000000,0.000000,0.081569,0.004250,0.003000,0.000000,0.002333,0.005064,0.004000,0.382000,0.003706,0.000000,0.357375,0.000000,0.000000,0.000000,0.002000,0.000000,0.002667,0.288800,0.000000,0.000000,0.000000
1523129704.150000,0.066847,0.003941,0.007000,0.006000,0.003400,0.003146,0.002000,0.211250,0.003571,0.000000,0.309316,0.000000,0.000000,0.003000,0.000000,0.000000,0.002000,0.000000,0.000000,0.000000,0.000000,0.053465,0.004000,0.000000,0.006000,0.003333,0.003083,0.002000,0.002250,0.003429,0.000000,0.303737,0.000000,0.000000,0.003000,0.000000,0.000000,0.004000,0.002000,0.000000,0.000000,0.000000
1523129704.200000,0.054961,0.004333,0.000000,0.004667,0.004000,0.003469,0.008000,0.206750,0.003643,0.000000,0.261786,0.000000,0.133000,0.004000,0.207000,0.000000,0.002833,0.002000,0.000000,0.000000,0.000000,0.077692,0.004211,0.007000,0.004667,0.004000,0.003562,0.008000,0.300200,0.003571,0.000000,0.333400,0.000000,0.168667,0.004000,0.002000,0.493000,0.002200,0.251000,0.000000,0.000000,0.000000
1523129704.250000,0.059774,0.006571,0.004000,0.005333,0.006000,0.005000,0.009000,0.207167,0.004882,0.000000,0.265800,0.005500,0.086800,0.000000,0.000000,0.000000,0.005818,0.141667,0.000000,0.000000,0.000000,0.062007,0.006437,0.004000,0.005333,0.006000,0.005067,0.009000,0.131000,0.004833,0.000000,0.324684,0.005500,0.004500,0.000000,0.516000,0.000000,0.005833,0.175333,0.000000,0.000000,0.000000
1523129704.300000,0.041858,0.006333,0.000000,0.005500,0.003000,0.004000,0.002000,0.209250,0.003800,0.000000,0.209200,0.000000,0.138500,0.000000,0.000000,0.000000,0.003889,0.001000,0.014000,0.000000,0.000000,0.059653,0.006333,0.000000,0.005500,0.003000,0.004000,0.002000,0.224429,0.003800,0.000000,0.260900,0.000000,0.106200,0.000000,0.517000,0.516000,0.003889,0.263500,0.014000,0.000000,0.000000
1523129704.350000,0.030745,0.004143,0.010000,0.009333,0.000000,0.004463,0.004000,0.000000,0.004941,0.000000,0.318667,0.000000,0.161167,0.000000,0.000000,0.238750,0.006625,0.013000,0.000000,0.000000,0.000000,0.038036,0.004143,0.010000,0.009333,0.000000,0.004333,0.004000,0.528000,0.004941,0.000000,0.355667,0.000000,0.180500,0.000000,0.000000,0.002500,0.006625,0.263500,0.000000,0.000000,0.000000
1523129704.400000,0.081350,0.004750,0.000000,0.004000,0.003500,0.003100,0.000000,0.246250,0.001875,0.000000,0.369625,0.000000,0.165667,0.003000,0.495000,0.000000,0.003375,0.001750,0.000000,0.000000,0.000000,0.111590,0.004750,0.000000,0.004000,0.003500,0.003268,0.000000,0.299200,0.001857,0.000000,0.405563,0.000000,0.245000,0.003000,0.534000,0.000000,0.003375,0.281857,0.000000,0.000000,0.000000
1523129704.450000,0.039226,0.005053,0.004200,0.008667,0.003250,0.004448,0.005000,0.240750,0.004105,0.000000,0.303500,0.001500,0.000000,0.000000,0.000000,0.000000,0.005167,0.161333,0.000000,0.000000,0.000000,0.037557,0.005313,0.004200,0.008667,0.003250,0.004259,0.006000,0.221875,0.003789,0.000000,0.221375,0.001500,0.000000,0.000000,0.000000,0.448000,0.005167,0.109750,0.000000,0.000000,0.000000
