date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523129704.000000,22,23,4,4,0,0,0,0,1,2,7,5,0,0,1,3,2,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0
1523129704.050000,36,13,7,4,2,1,0,1,2,0,6,0,1,0,0,1,3,0,3,2,4,0,0,0,0,0,1,0,0,1,0,0,5,2,0,0,0,0,0,0,2,1
1523129704.100000,20,7,2,2,0,0,1,0,3,0,6,0,1,1,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
1523129704.150000,14,28,4,3,0,0,1,0,1,1,3,9,0,0,1,4,0,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
1523129704.200000,26,27,3,6,0,1,3,2,2,2,6,5,1,1,1,0,2,1,0,2,3,2,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,2,2
1523129704.250000,29,16,7,3,2,0,1,1,0,0,5,7,0,0,3,2,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,0,0,0
1523129704.300000,33,16,3,3,2,0,3,2,0,2,6,2,1,1,0,0,2,2,2,0,3,0,1,0,0,0,1,0,0,0,1,0,4,1,0,1,0,0,0,0,4,2
1523129704.350000,24,29,3,6,0,0,0,2,0,0,6,7,3,0,1,1,1,3,3,2,1,3,0,0,0,0,0,0,0,1,0,0,4,3,0,1,0,0,0,0,2,0
1523129704.400000,39,32,6,1,3,2,2,3,0,0,10,4,0,1,2,1,6,3,1,3,2,2,0,0,0,0,0,0,0,0,0,1,3,5,0,2,0,0,0,0,4,4
1523129704.450000,20,17,3,1,0,0,0,0,3,0,4,6,2,0,0,0,2,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3
