date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,Browse_http_start,Browse_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,BrowseStoriesInCategory_http_start,BrowseStoriesInCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,ViewComment_http_start,ViewComment_http_end,Search_http_start,Search_http_end,SearchInStories_http_start,SearchInStories_http_end,SearchInComments_http_start,SearchInComments_http_end,SearchInUsers_http_start,SearchInUsers_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523127543.000000,89,70,7,4,0,0,0,0,2,1,0,0,4,0,47,47,23,16,6,2,0,0,0,0,0,0,0,0,0,0
1523127543.050000,43,44,2,2,0,0,1,0,0,2,0,0,0,0,26,26,12,12,2,2,0,0,0,0,0,0,0,0,0,0
1523127543.100000,129,129,7,5,0,0,0,1,3,1,0,0,3,5,71,71,39,38,6,8,0,0,0,0,0,0,0,0,0,0
1523127543.150000,78,83,5,7,0,0,0,0,1,2,0,0,0,0,44,44,26,26,2,4,0,0,0,0,0,0,0,0,0,0
1523127543.200000,72,69,7,2,0,0,0,0,2,0,0,0,1,1,46,46,16,18,0,2,0,0,0,0,0,0,0,0,0,0
1523127543.250000,90,85,7,7,0,0,2,0,1,3,0,0,0,2,47,47,31,26,2,0,0,0,0,0,0,0,0,0,0,0
1523127543.300000,81,81,7,6,0,0,1,3,1,0,0,0,0,0,42,42,26,28,4,2,0,0,0,0,0,0,0,0,0,0
1523127543.350000,75,80,5,11,0,0,0,0,2,2,0,0,0,0,39,40,23,22,6,5,0,0,0,0,0,0,0,0,0,0
1523127543.400000,82,84,7,3,0,0,0,0,1,1,0,0,0,0,46,46,23,29,5,5,0,0,0,0,0,0,0,0,0,0
1523127543.450000,79,74,5,7,0,0,1,1,1,1,0,0,4,1,40,39,23,20,5,5,0,0,0,0,0,0,0,0,0,0
1523127543.500000,82,80,5,6,0,0,0,0,0,2,0,0,2,3,40,40,32,27,3,2,0,0,0,0,0,0,0,0,0,0
1523127543.550000,76,78,6,5,0,0,1,1,0,0,0,0,0,2,41,41,25,24,3,5,0,0,0,0,0,0,0,0,0,0
1523127543.600000,84,83,8,8,0,0,0,0,1,0,0,0,0,0,44,44,30,26,1,5,0,0,0,0,0,0,0,0,0,0
1523127543.650000,58,57,5,7,0,0,0,0,0,0,0,0,0,0,32,32,20,18,1,0,0,0,0,0,0,0,0,0,0,0
1523127543.700000,110,106,7,6,0,0,1,0,1,0,0,0,0,0,59,59,38,40,4,1,0,0,0,0,0,0,0,0,0,0
1523127543.750000,90,94,12,11,0,0,1,1,3,1,0,0,0,0,37,37,33,38,4,6,0,0,0,0,0,0,0,0,0,0
1523127543.800000,96,96,6,7,0,0,3,2,2,5,0,0,1,0,54,54,26,25,4,3,0,0,0,0,0,0,0,0,0,0
1523127543.850000,68,72,5,4,0,0,0,2,1,1,0,0,0,0,35,35,22,29,5,1,0,0,0,0,0,0,0,0,0,0
1523127543.900000,99,90,17,7,0,0,0,0,0,0,0,0,1,1,50,50,27,26,4,6,0,0,0,0,0,0,0,0,0,0
1523127543.950000,88,89,7,9,0,0,0,0,1,1,0,0,1,0,50,50,27,25,2,4,0,0,0,0,0,0,0,0,0,0
1523127544.000000,84,86,9,9,0,0,0,0,2,0,0,0,1,2,43,43,29,30,0,2,0,0,0,0,0,0,0,0,0,0
1523127544.050000,65,68,5,11,0,0,0,0,2,1,0,0,2,0,36,36,20,18,0,2,0,0,0,0,0,0,0,0,0,0
