date_time,total_http,SELECT_http,INSERT_http,UPDATE_http,DELETE_http,total_http_out_rs,SELECT_http_out_rs,INSERT_http_out_rs,UPDATE_http_out_rs,DELETE_http_out_rs
1523127543.000000,0.087970,0.087970,0.000000,0.000000,0.000000,0.054836,0.054836,0.000000,0.000000,0.000000
1523127543.050000,0.020578,0.020578,0.000000,0.000000,0.000000,0.028065,0.028065,0.000000,0.000000,0.000000
1523127543.100000,0.050411,0.050411,0.000000,0.000000,0.000000,0.066031,0.066031,0.000000,0.000000,0.000000
1523127543.150000,0.056529,0.056529,0.000000,0.000000,0.000000,0.038094,0.038094,0.000000,0.000000,0.000000
1523127543.200000,0.045508,0.045508,0.000000,0.000000,0.000000,0.052687,0.052687,0.000000,0.000000,0.000000
1523127543.250000,0.068562,0.068562,0.000000,0.000000,0.000000,0.064552,0.064552,0.000000,0.000000,0.000000
1523127543.300000,0.042526,0.042526,0.000000,0.000000,0.000000,0.053513,0.053513,0.000000,0.000000,0.000000
1523127543.350000,0.050925,0.050925,0.000000,0.000000,0.000000,0.059488,0.059488,0.000000,0.000000,0.000000
1523127543.400000,0.053391,0.053391,0.000000,0.000000,0.000000,0.054034,0.054034,0.000000,0.000000,0.000000
1523127543.450000,0.071366,0.071366,0.000000,0.000000,0.000000,0.068268,0.068268,0.000000,0.000000,0.000000
1523127543.500000,0.059390,0.059390,0.000000,0.000000,0.000000,0.047561,0.047561,0.000000,0.000000,0.000000
1523127543.550000,0.049844,0.049844,0.000000,0.000000,0.000000,0.055078,0.055078,0.000000,0.000000,0.000000
1523127543.600000,0.067427,0.067427,0.000000,0.000000,0.000000,0.059549,0.059549,0.000000,0.000000,0.000000
1523127543.650000,0.062617,0.062617,0.000000,0.000000,0.000000,0.063639,0.063639,0.000000,0.000000,0.000000
1523127543.700000,0.048876,0.048876,0.000000,0.000000,0.000000,0.046709,0.046709,0.000000,0.000000,0.000000
1523127543.750000,0.029935,0.029935,0.000000,0.000000,0.000000,0.044602,0.044602,0.000000,0.000000,0.000000
1523127543.800000,0.060835,0.060835,0.000000,0.000000,0.000000,0.050546,0.050546,0.000000,0.000000,0.000000
1523127543.850000,0.042135,0.042135,0.000000,0.000000,0.000000,0.057041,0.057041,0.000000,0.000000,0.000000
1523127543.900000,0.048716,0.048716,0.000000,0.000000,0.000000,0.057602,0.057602,0.000000,0.000000,0.000000
1523127543.950000,0.050618,0.050618,0.000000,0.000000,0.000000,0.056034,0.056034,0.000000,0.000000,0.000000
1523127544.000000,0.061875,0.061875,0.000000,0.000000,0.000000,0.056552,0.056552,0.000000,0.000000,0.000000
1523127544.050000,0.072758,0.072758,0.000000,0.000000,0.000000,0.052045,0.052045,0.000000,0.000000,0.000000
1523127544.100000,0.038056,0.038056,0.000000,0.000000,0.000000,0.040461,0.040461,0.000000,0.000000,0.000000
