date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,Browse_http_start,Browse_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,BrowseStoriesInCategory_http_start,BrowseStoriesInCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,ViewComment_http_start,ViewComment_http_end,Search_http_start,Search_http_end,SearchInStories_http_start,SearchInStories_http_end,SearchInComments_http_start,SearchInComments_http_end,SearchInUsers_http_start,SearchInUsers_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523132153.000000,45,41,5,1,0,0,1,0,0,0,0,0,4,3,19,23,14,11,2,3,0,0,0,0,0,0,0,0,0,0
1523132153.050000,53,58,4,4,0,0,1,2,0,0,0,0,2,2,37,39,9,11,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.100000,47,45,6,8,0,0,1,0,0,0,0,0,0,0,33,30,7,7,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.150000,31,27,10,3,0,0,0,0,0,1,0,0,0,0,19,21,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1523132153.200000,41,41,3,7,0,0,0,0,1,0,0,0,0,0,27,26,8,6,2,2,0,0,0,0,0,0,0,0,0,0
1523132153.250000,41,42,3,4,0,0,2,1,1,0,0,0,2,2,23,24,7,9,3,2,0,0,0,0,0,0,0,0,0,0
1523132153.300000,47,47,6,5,0,0,0,1,0,0,0,0,0,1,29,29,10,9,2,2,0,0,0,0,0,0,0,0,0,0
1523132153.350000,33,37,4,5,0,0,0,1,0,0,0,0,0,0,24,25,5,5,0,1,0,0,0,0,0,0,0,0,0,0
1523132153.400000,35,35,4,5,0,0,0,0,1,0,0,0,0,0,25,23,5,7,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.450000,28,34,2,5,0,0,0,0,0,2,0,0,0,0,24,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.500000,29,33,3,7,0,0,0,0,0,0,0,0,0,0,22,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.550000,58,48,8,3,0,0,0,0,1,1,0,0,2,1,30,29,14,11,3,3,0,0,0,0,0,0,0,0,0,0
1523132153.600000,38,37,6,5,0,0,0,0,0,1,0,0,0,1,10,9,16,16,6,5,0,0,0,0,0,0,0,0,0,0
1523132153.650000,55,49,9,5,0,0,0,0,0,0,0,0,2,2,34,32,7,7,3,3,0,0,0,0,0,0,0,0,0,0
1523132153.700000,37,35,10,9,0,0,0,0,0,0,0,0,0,0,22,22,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.750000,30,32,5,5,0,0,0,0,0,0,0,0,0,0,20,21,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.800000,53,57,3,5,0,0,0,0,0,0,0,0,0,0,35,36,15,16,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.850000,33,34,8,8,0,0,0,0,0,0,0,0,0,0,18,20,5,4,2,2,0,0,0,0,0,0,0,0,0,0
1523132153.900000,51,42,14,6,0,0,1,1,0,0,0,0,0,0,24,25,12,10,0,0,0,0,0,0,0,0,0,0,0,0
1523132153.950000,34,34,5,7,0,0,1,1,1,0,0,0,2,2,20,19,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1523132154.000000,26,30,3,9,0,0,0,0,0,1,0,0,0,0,20,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1523132154.050000,14,12,2,5,0,0,0,0,0,0,0,0,2,0,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1523132154.100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523132154.150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523132154.200000,34,35,7,0,0,0,0,0,0,0,0,0,2,4,13,15,11,15,1,1,0,0,0,0,0,0,0,0,0,0
1523132154.250000,44,36,12,4,0,0,0,0,0,0,0,0,0,0,22,25,9,7,1,0,0,0,0,0,0,0,0,0,0,0
1523132154.300000,54,51,4,2,0,0,0,0,0,0,0,0,3,1,34,35,12,13,1,0,0,0,0,0,0,0,0,0,0,0
1523132154.350000,39,40,7,1,0,0,0,0,0,0,0,0,1,3,24,24,4,9,3,3,0,0,0,0,0,0,0,0,0,0
1523132154.400000,40,44,7,17,0,0,0,0,1,0,0,0,2,2,16,15,8,5,6,5,0,0,0,0,0,0,0,0,0,0
1523132154.450000,57,58,10,14,0,0,0,0,0,0,0,0,4,3,25,25,14,12,4,4,0,0,0,0,0,0,0,0,0,0
1523132154.500000,45,40,5,3,0,0,0,0,0,0,0,0,0,0,15,12,15,15,10,10,0,0,0,0,0,0,0,0,0,0
1523132154.550000,29,30,5,7,0,0,0,0,0,1,0,0,0,0,21,19,3,2,0,1,0,0,0,0,0,0,0,0,0,0
1523132154.600000,30,31,0,4,0,0,1,1,0,0,0,0,0,0,21,20,8,6,0,0,0,0,0,0,0,0,0,0,0,0
1523132154.650000,58,54,4,0,0,0,0,0,0,0,0,0,0,0,39,39,13,14,2,1,0,0,0,0,0,0,0,0,0,0
1523132154.700000,46,47,3,6,0,0,0,0,0,0,0,0,0,0,26,26,13,11,4,4,0,0,0,0,0,0,0,0,0,0
1523132154.750000,44,46,8,9,0,0,0,0,3,0,0,0,2,3,21,21,10,11,0,2,0,0,0,0,0,0,0,0,0,0
1523132154.800000,31,30,8,4,0,0,0,0,1,1,0,0,0,0,14,14,8,10,0,1,0,0,0,0,0,0,0,0,0,0
1523132154.850000,37,41,9,10,0,0,0,0,0,1,0,0,0,0,15,15,12,14,1,1,0,0,0,0,0,0,0,0,0,0
1523132154.900000,24,20,4,4,0,0,0,0,0,0,0,0,0,0,11,10,9,6,0,0,0,0,0,0,0,0,0,0,0,0
1523132154.950000,22,23,3,6,0,0,0,0,0,1,0,0,0,0,17,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1523132155.000000,49,48,2,7,0,0,0,0,1,1,0,0,0,0,30,30,13,9,3,1,0,0,0,0,0,0,0,0,0,0
1523132155.050000,44,44,4,0,0,0,0,0,0,0,0,0,0,0,22,24,15,16,3,4,0,0,0,0,0,0,0,0,0,0
