date_time,total_http_start,total_http_end,StoriesOfTheDay_http_start,StoriesOfTheDay_http_end,BrowseCategories_http_start,BrowseCategories_http_end,BrowseStoriesByCategory_http_start,BrowseStoriesByCategory_http_end,OlderStories_http_start,OlderStories_http_end,ViewStory_http_start,ViewStory_http_end,SubmitStory_http_start,SubmitStory_http_end,StoreStory_http_start,StoreStory_http_end,ViewComment_http_start,ViewComment_http_end,PostComment_http_start,PostComment_http_end,StoreComment_http_start,StoreComment_http_end,ModerateComment_http_start,ModerateComment_http_end,StoreModeratorLog_http_start,StoreModeratorLog_http_end,ReviewStories_http_start,ReviewStories_http_end,AcceptStory_http_start,AcceptStory_http_end,RejectStory_http_start,RejectStory_http_end,Search_http_start,Search_http_end,RegisterUser_http_start,RegisterUser_http_end,Author_http_start,Author_http_end,jpg_http_start,jpg_http_end,html_http_start,html_http_end
1523133172.000000,10,30,1,6,1,1,0,0,0,1,7,5,0,1,0,0,0,3,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
1523133172.050000,13,34,6,9,0,1,0,0,0,1,3,7,0,0,0,0,0,2,2,2,0,4,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,4
1523133172.100000,12,18,1,5,0,1,1,0,1,1,1,4,2,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0
1523133172.150000,8,5,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1523133172.200000,7,8,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
1523133172.250000,5,14,1,0,0,0,0,0,0,2,2,6,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1523133172.300000,12,10,3,3,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
1523133172.350000,7,11,0,2,0,0,0,0,0,1,2,4,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1523133172.400000,10,23,1,8,0,2,1,0,0,1,2,1,1,0,0,2,3,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1523133172.450000,8,9,3,1,0,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0
1523133172.500000,38,16,14,0,1,0,2,0,1,0,6,2,0,0,0,0,3,4,5,0,1,3,0,0,0,0,1,0,0,0,0,0,1,3,1,2,0,0,0,0,2,2
1523133172.550000,70,26,10,11,3,0,2,2,0,0,13,1,2,0,4,0,9,0,9,2,4,6,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,8,2
1523133172.600000,82,28,12,11,0,0,2,0,1,2,22,2,1,1,1,0,11,2,7,1,5,4,0,0,1,0,1,0,1,0,0,0,8,2,0,0,0,0,0,0,9,3
1523133172.650000,79,48,13,11,2,0,3,1,2,1,16,8,5,0,2,3,6,6,3,4,7,3,1,0,0,1,0,0,0,0,0,0,14,3,1,3,0,0,0,0,4,4
1523133172.700000,33,53,11,17,0,0,1,3,2,1,7,8,1,2,0,1,1,3,0,2,0,5,1,0,0,0,0,0,1,0,0,0,4,9,0,0,1,0,0,0,3,2
1523133172.750000,24,27,5,9,2,0,1,0,0,0,8,6,2,0,0,1,2,2,1,5,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
1523133172.800000,21,32,4,4,1,1,2,2,0,1,4,7,0,3,1,0,2,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,1,2
1523133172.850000,15,25,2,8,0,0,0,1,1,1,7,6,1,1,0,0,1,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1523133172.900000,17,24,2,4,0,0,1,1,2,0,5,6,1,1,0,0,1,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1
1523133172.950000,15,33,2,7,0,3,0,1,1,0,2,7,0,0,0,1,2,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,4
1523133173.000000,16,22,5,8,1,0,1,1,1,0,1,6,1,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1
1523133173.050000,16,19,7,4,0,0,1,0,0,1,1,7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,2,2
1523133173.100000,21,20,6,9,1,1,0,0,1,1,4,5,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1
1523133173.150000,18,24,4,12,1,0,1,3,1,0,3,2,2,1,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2
1523133173.200000,20,28,3,7,1,0,1,1,2,0,4,8,1,1,0,0,3,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5
