date_time,total_http,StoriesOfTheDay_http,Browse_http,BrowseCategories_http,BrowseStoriesByCategory_http,BrowseStoriesInCategory_http,OlderStories_http,ViewStory_http,ViewComment_http,Search_http,SearchInStories_http,SearchInComments_http,SearchInUsers_http,jpg_http,html_http,total_http_out_rs,StoriesOfTheDay_http_out_rs,Browse_http_out_rs,BrowseCategories_http_out_rs,BrowseStoriesByCategory_http_out_rs,BrowseStoriesInCategory_http_out_rs,OlderStories_http_out_rs,ViewStory_http_out_rs,ViewComment_http_out_rs,Search_http_out_rs,SearchInStories_http_out_rs,SearchInComments_http_out_rs,SearchInUsers_http_out_rs,jpg_http_out_rs,html_http_out_rs
1523128992.000000,0.252462,0.073000,0.000000,0.000000,0.040500,0.000000,0.148500,0.520333,0.331286,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262607,0.086400,0.000000,0.000000,0.140000,0.000000,0.000000,0.499667,0.278417,0.110500,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.050000,0.316043,0.089600,0.000000,0.000000,0.084000,0.000000,0.180500,0.598000,0.305200,0.033000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266826,0.092500,0.000000,0.000000,0.040500,0.000000,0.000000,0.716000,0.356857,0.639000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.100000,0.148417,0.056833,0.000000,0.032500,0.000000,0.000000,0.065000,0.374750,0.239600,0.065667,0.000000,0.000000,0.000000,0.000000,0.000000,0.486261,0.052500,0.000000,0.011000,0.084000,0.000000,0.140000,1.016667,0.368500,0.038333,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.150000,0.307227,0.064286,0.000000,0.000000,0.000000,0.000000,0.000000,0.758833,0.242400,0.136000,0.000000,0.000000,0.000000,0.000000,0.000000,0.420043,0.073857,0.000000,0.054000,0.000000,0.000000,0.168333,1.464800,0.287250,0.037333,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.200000,0.202519,0.072750,0.000000,0.069500,0.000000,0.000000,0.006000,0.470750,0.304125,0.106250,0.000000,0.000000,0.000000,0.000000,0.000000,0.465536,0.058667,0.000000,0.000000,0.000000,0.000000,0.035500,1.112889,0.348000,0.142667,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.250000,0.181273,0.095083,0.000000,0.000000,0.069000,0.000000,0.131000,0.775000,0.295667,0.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0.210091,0.062000,0.000000,0.069500,0.000000,0.000000,0.000000,0.451000,0.329800,0.048333,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.300000,0.289719,0.067364,0.000000,0.000000,0.100500,0.000000,0.066000,1.067400,0.305000,0.045250,0.000000,0.000000,0.000000,0.000000,0.000000,0.269853,0.058833,0.000000,0.000000,0.069000,0.000000,0.000000,1.094800,0.240909,0.055200,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.350000,0.591818,0.102250,0.000000,0.014000,0.103333,0.000000,0.000000,2.098600,0.256000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.324654,0.092000,0.000000,0.014000,0.000000,0.000000,0.181500,0.788857,0.342400,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.400000,0.142379,0.085333,0.000000,0.000000,0.080000,0.000000,0.083000,0.518500,0.269000,0.025600,0.000000,0.000000,0.000000,0.000000,0.000000,0.269125,0.115000,0.000000,0.000000,0.074000,0.000000,0.131000,0.587600,0.402400,0.116000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.450000,0.391345,0.088857,0.000000,0.000000,0.000000,0.000000,0.000000,0.815800,0.306875,0.028500,0.000000,0.000000,0.000000,0.000000,0.000000,0.177100,0.067727,0.000000,0.000000,0.040000,0.000000,0.048000,0.407500,0.221375,0.088000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.500000,0.243214,0.082625,0.000000,0.102000,0.104000,0.000000,0.139000,0.411167,0.504833,0.042250,0.000000,0.000000,0.000000,0.000000,0.000000,0.283000,0.112667,0.000000,0.000000,0.144500,0.000000,0.118000,0.863200,0.374800,0.046000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.550000,0.509516,0.076454,0.000000,0.000000,0.034000,0.000000,0.195500,1.569875,0.267000,0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0.274643,0.074333,0.000000,0.000000,0.120000,0.000000,0.000000,0.740000,0.338000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.600000,0.337800,0.123917,0.000000,0.000000,0.000000,0.000000,0.215000,0.570100,0.508500,0.267000,0.000000,0.000000,0.000000,0.000000,0.000000,0.251607,0.104111,0.000000,0.102000,0.057333,0.000000,0.000000,0.625800,0.293111,0.067000,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.650000,0.256250,0.099833,0.000000,0.000000,0.064000,0.000000,0.000000,0.993000,0.292400,0.055875,0.000000,0.000000,0.000000,0.000000,0.000000,0.285966,0.080000,0.000000,0.000000,0.000000,0.000000,0.139000,0.663222,0.289250,0.033800,0.000000,0.000000,0.000000,0.000000,0.000000
1523128992.700000,0.361423,0.048800,0.000000,0.000000,0.000000,0.000000,0.170333,1.054167,0.229500,0.011000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267800,0.074429,0.000000,0.000000,0.064000,0.000000,0.125500,0.658000,0.279500,0.023667,0.000000,0.000000,0.000000,0.000000,0.000000
